0:00:00,STATE,PFACTOR,RMDRY1,RMHUM1,RMSUPPT1,RMCOOLT1,RMDEHUMT1,RMGLYT1,RMHEATCTRL1,RMSTEAMCTRL1,RMCOOLCTRL1,RMDEHUMCTRL1,RMSTATUS1,DOORENABLE,VOLTSET1,VOLTSET2,VOLTSET3,VOLTSET4,VOLTSET5,VOLTSET6,VOLTSET7,VOLTSET8,GBLRMDRY1,GBLRMHUM1,GBLESTOP1,FREQ
0:09:01,0,0.00,89.94,19.06,86.23,84.61,69.31,0,32.93,0,23.89,97.44,0,1,0,114.98,114.97,115.02,115.08,115.03,114.91,114.92,89.94,19.1,0,0
0:10:02,0,0.00,89.94,19.06,86.50,85.96,70.39,0,32.09,0,25.64,100.00,0,1,0,114.90,114.99,115.02,115.05,115.02,115.09,115.17,89.94,19.1,0,0
0:11:02,0,0.00,89.94,19.06,85.87,84.70,68.41,0,34.50,0,23.98,96.13,0,1,0,114.88,114.95,114.93,115.11,114.91,115.12,114.97,89.94,19.1,0,0
0:12:02,0,0.00,89.94,19.06,86.05,84.43,68.77,0,33.75,0,23.60,96.59,0,1,0,114.82,114.97,114.97,114.98,115.03,115.39,114.98,89.94,19.1,0,0
0:13:02,0,0.00,89.94,19.06,86.50,85.51,70.75,0,32.05,0,25.26,99.12,0,1,0,114.92,114.95,114.90,115.07,114.98,115.06,114.87,89.94,19.1,0,0
0:14:02,0,0.00,89.94,19.06,86.05,85.60,69.13,0,33.85,0,25.09,96.61,0,1,0,114.87,114.98,114.95,115.07,115.01,115.08,114.96,89.94,19.1,0,0
0:15:02,0,0.00,89.94,19.06,85.87,84.25,68.59,0,34.57,0,23.30,96.33,0,1,0,114.89,114.95,114.94,114.98,114.90,115.03,114.97,89.94,19.1,0,0
0:16:03,0,0.00,89.94,19.06,86.05,84.43,68.59,0,33.85,0,23.62,94.97,0,1,0,114.91,114.98,115.03,115.05,115.18,115.08,115.13,89.94,19.1,0,0
0:17:03,0,0.00,89.94,19.06,86.32,85.96,69.49,0,32.94,0,25.92,97.49,0,1,0,114.87,115.17,115.05,115.05,115.04,115.07,114.90,89.94,19.1,0,0
0:18:03,0,0.00,89.94,19.06,86.05,84.88,68.41,0,33.96,0,24.26,95.65,0,1,0,114.89,114.91,114.97,114.93,114.99,115.02,114.94,89.94,19.1,0,0
0:19:03,0,0.00,89.94,19.06,86.05,84.43,68.77,0,34.03,0,23.60,96.66,0,1,0,114.89,115.00,114.90,114.92,115.03,115.04,114.90,89.94,19.1,0,0
0:20:03,0,0.00,89.94,19.06,86.50,85.15,69.85,0,32.27,0,24.73,97.71,0,1,0,114.88,114.89,114.97,114.91,115.03,115.01,114.94,89.94,19.1,0,0
0:21:03,0,0.00,89.94,18.96,86.05,85.60,69.22,0,34.12,0,25.08,96.45,0,1,0,114.79,115.03,115.05,115.12,115.10,115.02,114.98,89.94,19.0,0,0
0:22:04,0,0.00,89.94,18.96,86.05,84.25,68.59,0,34.11,0,23.30,95.89,0,1,0,114.76,115.14,114.97,115.05,115.04,115.06,115.15,89.94,19.0,0,0
0:23:04,0,0.00,89.94,18.96,86.05,84.43,69.31,0,34.12,0,23.62,96.52,0,1,0,114.78,115.01,115.19,114.94,115.05,115.11,115.00,89.94,19.0,0,0
0:24:04,0,0.00,89.94,18.96,86.32,85.96,70.30,0,33.21,0,25.93,98.92,0,1,0,114.80,115.14,115.07,115.06,115.13,115.16,114.98,89.94,19.0,0,0
0:25:04,0,0.00,89.94,18.96,86.05,84.88,69.40,0,34.27,0,24.27,97.04,0,1,0,114.76,115.15,114.97,114.72,114.80,115.05,114.99,89.94,19.0,0,0
0:26:04,0,0.00,89.94,18.96,85.87,84.25,68.68,0,34.93,0,23.33,95.91,0,1,0,114.89,115.00,115.01,114.89,115.01,114.94,114.89,89.94,19.0,0,0
0:27:04,0,0.00,89.94,18.96,86.50,85.51,70.66,0,32.64,0,25.27,99.05,0,1,0,114.89,114.99,115.02,115.05,114.94,115.00,114.94,89.94,19.0,0,0
0:28:04,0,0.00,89.94,18.96,86.05,85.42,69.94,0,34.46,0,25.09,98.35,0,1,0,114.74,114.97,115.04,115.09,115.02,115.04,114.89,89.94,19.0,0,0
0:29:05,0,0.00,89.94,18.96,86.05,84.25,68.86,0,34.50,0,23.30,96.44,0,1,0,114.78,115.05,115.06,114.89,114.99,115.20,115.01,89.94,19.0,0,0
0:30:05,0,0.00,89.94,18.96,86.23,84.61,70.03,0,32.73,0,23.89,98.16,0,1,0,114.83,115.11,115.06,114.93,115.06,115.12,114.90,89.94,19.0,0,0
0:31:05,0,0.00,89.94,19.06,86.50,85.96,71.02,0,32.83,0,25.93,100.00,0,1,0,115.02,114.88,115.04,114.95,114.97,114.94,114.90,89.94,19.1,0,0
0:32:05,0,0.00,89.94,19.06,86.05,84.88,69.40,0,34.53,0,24.26,97.16,0,1,0,114.63,115.11,114.98,114.92,115.10,115.07,114.89,89.94,19.1,0,0
0:33:05,0,0.00,89.94,19.06,86.05,84.25,67.51,0,34.48,0,23.33,94.08,0,1,0,114.95,115.01,115.06,115.12,115.03,115.06,114.97,89.94,19.1,0,0
0:34:05,0,0.00,89.94,19.06,86.50,85.69,70.84,0,32.83,0,25.55,100.00,0,1,0,114.83,115.00,115.00,115.13,114.99,115.32,115.03,89.94,19.1,0,0
0:35:06,0,0.00,89.94,19.06,86.32,85.42,70.30,0,33.62,0,24.81,99.66,0,1,0,114.88,115.21,115.23,115.06,114.88,115.07,115.03,89.94,19.1,0,0
0:36:06,0,0.00,89.94,19.16,86.05,84.25,68.59,0,34.61,0,23.31,95.66,0,1,0,115.23,114.97,115.04,115.00,115.14,115.09,114.99,89.94,19.2,0,0
0:37:06,0,0.00,89.94,19.16,86.23,84.43,69.31,0,33.15,0,23.62,97.47,0,1,0,115.13,115.12,115.05,115.09,114.86,114.97,114.92,89.94,19.2,0,0
0:38:06,0,0.00,89.94,19.16,86.50,85.96,70.39,0,32.98,0,25.93,100.00,0,1,0,114.91,115.18,115.08,114.93,115.10,114.94,114.92,89.94,19.2,0,0
0:39:06,0,0.00,89.94,19.16,86.05,84.88,69.04,0,34.73,0,24.26,97.44,0,1,0,115.12,115.20,115.13,115.05,115.01,115.02,115.21,89.94,19.2,0,0
0:40:06,0,0.00,89.94,19.16,86.05,84.43,69.13,0,34.75,0,23.60,96.66,0,1,0,114.82,115.13,115.08,115.04,115.09,114.97,114.97,89.94,19.2,0,0
0:41:06,0,0.00,89.94,19.16,86.50,85.33,69.85,0,33.06,0,25.00,98.94,0,1,0,114.81,115.01,114.99,115.06,115.04,114.98,115.02,89.94,19.2,0,0
0:42:07,0,0.00,89.94,19.16,86.50,85.60,69.85,0,33.21,0,25.37,99.28,0,1,0,114.92,115.20,115.15,115.06,115.07,115.05,115.15,89.94,19.2,0,0
0:43:07,0,0.00,89.94,19.16,86.05,84.43,68.05,0,34.86,0,23.59,94.27,0,1,0,114.94,114.86,114.66,115.07,115.10,115.06,114.98,89.94,19.2,0,0
0:44:07,0,0.00,89.94,19.16,86.23,84.43,68.95,0,34.06,0,23.63,95.71,0,1,0,115.11,114.86,114.69,114.89,115.14,115.00,115.07,89.94,19.2,0,0
0:45:07,0,0.00,89.94,19.16,86.68,85.96,69.85,0,32.50,0,25.94,98.34,0,1,0,115.00,114.79,114.82,115.18,115.02,115.00,115.00,89.94,19.2,0,0
0:46:07,0,0.00,89.94,19.16,86.05,84.88,68.59,0,34.96,0,24.27,96.04,0,1,0,114.99,114.84,114.87,114.87,114.93,114.98,114.94,89.94,19.2,0,0
0:47:07,0,0.00,89.94,19.16,86.05,84.43,68.05,0,34.99,0,23.61,95.50,0,1,0,114.83,114.87,114.74,115.11,115.00,115.26,114.92,89.94,19.2,0,0
0:48:08,0,0.00,89.94,19.16,86.68,85.33,70.39,0,32.53,0,25.01,98.08,0,1,0,114.91,114.96,114.65,115.06,115.02,115.16,115.06,89.94,19.2,0,0
0:49:08,0,0.00,89.94,19.06,86.50,85.60,69.40,0,33.40,0,25.38,96.47,0,1,0,114.97,114.97,114.86,115.01,115.05,115.19,115.03,89.94,19.1,0,0
0:50:08,0,0.00,89.94,19.06,86.05,84.43,67.78,0,35.02,0,23.61,93.86,0,1,0,114.90,114.98,114.84,115.13,115.06,114.86,114.90,89.94,19.1,0,0
0:51:08,0,0.00,89.94,19.06,86.23,84.43,70.03,0,34.25,0,23.64,97.63,0,1,0,114.92,115.04,114.88,114.89,115.11,115.39,115.25,89.94,19.1,0,0
0:52:08,0,0.00,89.94,19.06,86.68,86.14,70.48,0,32.65,0,26.24,99.04,0,1,0,114.92,114.94,114.80,115.15,115.03,115.04,114.96,89.94,19.1,0,0
0:53:08,0,0.00,89.94,18.96,86.05,84.88,69.04,0,35.18,0,24.29,96.47,0,1,0,114.95,114.97,114.67,115.02,115.02,114.66,115.01,89.94,19.0,0,0
0:54:09,0,0.00,89.94,18.96,86.05,84.43,67.42,0,35.09,0,23.64,93.93,0,1,0,114.90,114.97,114.81,115.04,115.10,114.88,114.99,89.94,19.0,0,0
0:55:09,0,0.00,89.94,18.96,86.59,85.15,70.57,0,33.07,0,24.76,98.53,0,1,0,114.86,115.00,114.85,115.06,115.15,114.99,115.17,89.94,19.0,0,0
0:56:09,0,0.00,90.14,18.86,86.05,85.60,70.12,0,33.62,0,25.40,98.41,0,1,0,115.14,114.99,114.82,115.02,115.06,115.38,114.97,90.14,18.9,0,0
0:57:09,0,0.00,90.14,18.86,85.69,84.43,67.96,0,34.83,0,23.62,94.32,0,1,0,114.97,115.01,114.89,114.95,115.03,115.04,114.96,90.14,18.9,0,0
0:58:09,0,0.00,90.14,18.86,86.05,84.43,69.22,0,33.25,0,23.66,98.03,0,1,0,114.97,115.01,114.89,115.00,115.03,114.71,115.01,90.14,18.9,0,0
0:59:09,0,0.00,90.14,18.86,86.50,86.14,71.38,0,31.41,0,26.26,100.00,0,1,0,115.02,115.01,114.86,114.98,115.08,115.14,115.05,90.14,18.9,0,0
1:00:09,0,0.00,90.14,18.86,85.96,85.06,69.58,0,33.37,0,24.58,97.07,0,1,0,115.02,115.00,114.84,114.97,115.11,115.00,115.12,90.14,18.9,0,0
1:01:10,0,0.00,90.14,18.86,85.69,84.43,67.42,0,34.20,0,23.65,93.42,0,1,0,115.11,115.01,114.79,114.92,115.04,115.31,114.94,90.14,18.9,0,0
1:02:10,0,0.00,90.14,18.86,86.14,84.79,70.57,0,32.39,0,24.50,100.00,0,1,0,115.06,115.15,114.87,115.05,115.11,114.99,115.21,90.14,18.9,0,0
1:03:10,0,0.00,90.14,18.86,86.14,85.78,70.03,0,32.29,0,25.71,99.76,0,1,0,115.12,114.98,114.86,115.08,115.04,114.92,115.20,90.14,18.9,0,0
1:04:10,0,0.00,90.14,18.86,85.69,84.70,68.32,0,33.93,0,24.05,95.66,0,1,0,115.17,114.98,114.83,114.97,115.08,114.91,115.07,90.14,18.9,0,0
1:05:10,0,0.00,90.14,18.86,85.87,84.43,68.41,0,33.10,0,23.68,95.89,0,1,0,115.17,115.00,114.81,115.08,115.14,115.03,115.02,90.14,18.9,0,0
1:06:10,0,0.00,90.14,18.86,86.32,86.14,71.02,0,31.37,0,26.29,100.00,0,1,0,115.11,115.14,114.87,115.07,115.03,115.00,114.93,90.14,18.9,0,0
1:07:11,0,0.00,90.14,18.86,85.69,85.06,69.13,0,33.75,0,24.60,96.97,0,1,0,114.96,114.98,114.85,115.05,115.06,115.01,115.01,90.14,18.9,0,0
1:08:11,0,0.00,90.14,18.86,85.69,84.43,66.25,0,33.62,0,23.66,91.31,0,1,0,114.98,115.00,114.84,114.99,115.11,115.16,114.98,90.14,18.9,0,0
1:09:11,0,0.00,90.14,18.86,86.14,84.97,69.31,0,31.80,0,24.79,98.25,0,1,0,114.97,115.13,114.88,114.96,115.12,114.94,114.99,90.14,18.9,0,0
1:10:11,0,0.00,90.14,18.86,85.96,85.78,69.85,0,32.59,0,25.72,99.50,0,1,0,114.93,115.01,114.86,115.09,115.12,115.15,115.20,90.14,18.9,0,0
1:11:11,0,0.00,90.14,18.86,85.69,84.70,68.59,0,33.47,0,24.06,95.03,0,1,0,114.91,115.03,114.88,115.11,115.16,115.04,115.12,90.14,18.9,0,0
1:12:11,0,0.00,90.14,18.86,85.69,84.25,65.89,0,33.34,0,23.41,90.30,0,1,0,114.99,115.12,114.89,114.88,115.09,115.00,114.92,90.14,18.9,0,0
1:13:12,0,0.00,90.14,18.86,86.14,85.96,70.39,0,31.62,0,26.01,99.13,0,1,0,114.92,115.14,114.89,115.07,115.12,115.01,115.02,90.14,18.9,0,0
1:14:12,0,0.00,90.14,18.86,85.96,85.24,69.40,0,32.31,0,24.60,97.25,0,1,0,115.12,114.98,114.82,114.90,115.18,115.04,115.21,90.14,18.9,0,0
1:15:12,0,0.00,90.14,18.86,85.51,84.25,67.24,0,33.93,0,23.37,92.49,0,1,0,115.12,115.08,114.83,114.92,115.15,114.97,115.01,90.14,18.9,0,0
1:16:12,0,0.00,90.14,18.86,85.96,84.79,69.49,0,32.13,0,24.23,97.71,0,1,0,114.89,115.13,114.85,115.35,115.07,115.34,115.15,90.14,18.9,0,0
1:17:12,0,0.00,90.14,18.86,85.96,85.78,69.76,0,32.21,0,25.69,99.00,0,1,0,114.95,114.95,114.84,114.96,115.03,114.94,115.10,90.14,18.9,0,0
1:18:12,0,0.00,90.14,18.86,85.51,84.43,69.22,0,33.85,0,23.62,97.07,0,1,0,115.19,115.05,114.81,114.92,115.05,115.07,115.16,90.14,18.9,0,0
1:19:12,0,0.00,90.14,18.86,85.69,84.43,68.68,0,32.99,0,23.66,95.92,0,1,0,115.10,114.99,114.82,114.97,115.03,114.98,114.67,90.14,18.9,0,0
1:20:13,0,0.00,90.14,18.86,85.96,85.96,69.94,0,31.96,0,25.99,98.85,0,1,0,115.14,114.98,114.69,114.98,114.83,114.76,115.24,90.14,18.9,0,0
1:21:13,0,0.00,90.14,18.86,85.78,85.06,69.40,0,33.41,0,24.57,98.34,0,1,0,115.00,115.09,114.66,114.94,115.03,114.96,114.65,90.14,18.9,0,0
1:22:13,0,0.00,90.14,18.86,85.33,84.25,69.22,0,34.24,0,23.35,96.90,0,1,0,115.03,114.99,114.92,115.04,115.12,114.89,115.23,90.14,18.9,0,0
1:23:13,0,0.00,89.94,18.86,86.14,84.97,70.48,0,32.73,0,24.47,98.69,0,1,0,115.14,114.97,114.79,114.84,115.04,114.89,115.11,89.94,18.9,0,0
1:24:13,0,0.00,89.94,18.86,86.14,85.60,70.12,0,32.91,0,25.38,98.71,0,1,0,115.09,115.00,114.76,115.12,115.03,114.92,115.22,89.94,18.9,0,0
1:25:13,0,0.00,89.94,18.96,85.69,84.43,68.86,0,34.69,0,23.60,96.48,0,1,0,115.25,115.04,114.88,114.96,115.10,114.94,115.17,89.94,19.0,0,0
1:26:14,0,0.00,89.94,18.96,86.05,84.43,68.77,0,33.36,0,23.64,97.10,0,1,0,114.78,115.22,114.90,115.12,115.04,115.00,115.22,89.94,19.0,0,0
1:27:14,0,0.00,89.94,18.96,86.32,85.96,71.38,0,32.58,0,25.95,100.00,0,1,0,114.93,115.20,114.89,115.07,115.37,114.90,115.23,89.94,19.0,0,0
1:28:14,0,0.00,89.94,18.96,85.69,84.88,69.04,0,35.05,0,24.00,96.07,0,1,0,115.22,115.16,114.94,115.03,114.63,114.99,114.70,89.94,19.0,0,0
1:29:14,0,0.00,89.94,18.96,85.87,84.25,68.05,0,34.34,0,23.34,95.03,0,1,0,115.25,115.26,114.97,114.95,114.70,114.88,114.79,89.94,19.0,0,0
1:30:14,0,0.00,89.94,18.96,86.32,85.96,71.20,0,32.73,0,25.96,100.00,0,1,0,115.22,115.21,114.93,115.10,114.64,114.97,114.73,89.94,19.0,0,0
1:31:14,0,0.00,89.94,18.96,85.87,85.24,69.31,0,34.57,0,24.81,97.31,0,1,0,115.20,115.19,114.93,115.05,115.27,114.86,114.75,89.94,19.0,0,0
1:32:15,0,0.00,89.94,18.96,85.87,84.25,67.87,0,34.50,0,23.31,95.31,0,1,0,115.18,115.12,114.83,115.09,115.27,115.01,114.79,89.94,19.0,0,0
1:33:15,0,0.00,89.94,18.96,86.23,84.79,70.21,0,32.15,0,24.44,98.96,0,1,0,115.25,115.16,114.94,115.04,115.26,114.95,114.73,89.94,19.0,0,0
1:34:15,0,0.00,89.94,18.96,86.50,85.78,69.49,0,32.32,0,25.63,97.92,0,1,0,115.15,114.94,114.87,114.99,114.63,114.72,114.68,89.94,19.0,0,0
1:35:15,0,0.00,89.94,18.96,85.87,84.43,68.23,0,34.67,0,23.57,95.65,0,1,0,115.33,115.15,114.93,115.12,114.86,114.99,114.71,89.94,19.0,0,0
1:36:15,0,0.00,89.94,18.96,86.05,84.43,68.23,0,33.87,0,23.60,95.65,0,1,0,115.25,115.17,114.94,115.05,114.69,114.89,114.79,89.94,19.0,0,0
1:37:15,0,0.00,89.94,18.96,86.50,85.96,70.21,0,32.30,0,25.92,99.13,0,1,0,114.88,115.24,114.93,114.91,114.67,114.91,115.15,89.94,19.0,0,0
1:38:15,0,0.00,89.94,18.96,85.87,84.88,68.59,0,34.78,0,24.24,96.02,0,1,0,114.92,115.19,114.92,115.07,114.60,114.84,115.15,89.94,19.0,0,0
1:39:16,0,0.00,89.94,18.96,86.05,84.25,68.59,0,34.05,0,23.30,95.90,0,1,0,114.76,115.16,114.93,115.01,115.44,114.61,115.12,89.94,19.0,0,0
1:40:16,0,0.00,89.94,18.96,86.50,84.97,69.49,0,32.34,0,24.70,97.70,0,1,0,114.89,115.14,114.92,115.10,115.16,114.97,115.14,89.94,19.0,0,0
1:41:16,0,0.00,89.94,18.96,86.50,85.78,69.13,0,32.48,0,25.33,97.59,0,1,0,114.89,115.20,114.96,115.01,115.28,115.08,115.24,89.94,19.0,0,0
1:42:16,0,0.00,89.94,18.96,86.05,84.43,68.59,0,34.15,0,23.55,96.82,0,1,0,114.97,115.14,114.99,115.05,114.83,115.17,115.25,89.94,19.0,0,0
1:43:16,0,0.00,89.94,18.96,86.23,84.43,68.95,0,33.39,0,23.58,95.74,0,1,0,114.91,115.24,114.91,115.18,114.81,114.64,114.89,89.94,19.0,0,0
1:44:16,0,0.00,89.94,18.96,86.50,86.14,69.58,0,32.46,0,26.19,97.75,0,1,0,114.98,114.83,114.90,115.05,114.64,115.26,114.79,89.94,19.0,0,0
1:45:17,0,0.00,89.94,18.96,85.87,84.88,68.68,0,34.97,0,24.22,96.51,0,1,0,114.85,114.80,114.92,114.95,114.65,114.68,114.74,89.94,19.0,0,0
1:46:17,0,0.00,89.94,18.96,86.05,84.25,68.41,0,34.23,0,23.29,95.35,0,1,0,114.82,114.90,114.86,114.91,115.18,115.12,114.78,89.94,19.0,0,0
1:47:17,0,0.00,89.94,18.96,86.68,85.33,70.66,0,31.82,0,25.23,99.40,0,1,0,114.79,114.91,114.85,114.91,115.31,115.08,114.77,89.94,19.0,0,0
1:48:17,0,0.00,89.94,18.96,86.05,85.42,69.40,0,34.33,0,25.05,97.40,0,1,0,114.83,114.86,114.90,114.97,115.27,115.07,114.75,89.94,19.0,0,0
1:49:17,0,0.00,89.94,18.96,86.05,84.43,68.68,0,34.32,0,23.56,96.48,0,1,0,114.88,114.89,114.90,115.04,115.20,115.09,114.69,89.94,19.0,0,0
1:50:17,0,0.00,89.94,18.86,86.50,84.79,70.03,0,32.57,0,24.15,98.15,0,1,0,114.86,114.99,114.94,115.03,115.28,114.79,114.94,89.94,18.9,0,0
1:51:17,0,0.00,89.94,18.86,86.50,85.78,70.12,0,32.69,0,25.62,98.68,0,1,0,114.86,115.00,115.01,115.06,114.67,115.03,114.91,89.94,18.9,0,0
1:52:18,0,0.00,89.94,18.86,86.05,84.43,68.68,0,34.44,0,23.55,96.83,0,1,0,114.75,114.91,115.04,114.94,115.26,114.77,114.95,89.94,18.9,0,0
1:53:18,0,0.00,89.94,18.86,86.05,84.43,69.76,0,34.39,0,23.59,98.21,0,1,0,114.80,115.03,114.96,115.04,114.78,114.71,114.94,89.94,18.9,0,0
1:54:18,0,0.00,89.94,18.76,86.50,85.96,70.84,0,32.79,0,25.91,100.00,0,1,0,114.89,114.97,115.02,115.10,114.64,114.49,114.96,89.94,18.8,0,0
1:55:18,0,0.00,89.94,18.76,86.05,85.06,69.76,0,34.57,0,24.51,98.58,0,1,0,114.87,114.94,114.94,115.00,114.96,115.20,114.89,89.94,18.8,0,0
1:56:18,0,0.00,89.94,18.76,86.05,84.25,67.69,0,34.55,0,23.29,94.64,0,1,0,114.85,115.19,114.98,115.12,114.81,115.51,114.89,89.94,18.8,0,0
1:57:18,0,0.00,89.94,18.76,86.50,85.15,70.84,0,32.87,0,24.97,100.00,0,1,0,114.83,115.12,115.00,115.00,115.25,115.04,114.91,89.94,18.8,0,0
1:58:19,0,0.00,89.94,18.76,86.50,85.60,69.67,0,32.95,0,25.34,98.93,0,1,0,114.80,114.92,114.91,115.03,115.20,114.81,114.87,89.94,18.8,0,0
1:59:19,0,0.00,89.94,18.76,86.05,84.43,68.95,0,34.63,0,23.57,96.73,0,1,0,114.78,115.01,114.93,115.07,115.17,114.71,114.80,89.94,18.8,0,0
2:00:19,0,0.00,89.94,18.86,86.05,84.43,68.59,0,34.49,0,23.60,95.65,0,1,0,114.87,114.98,114.98,115.06,115.23,115.01,114.69,89.94,18.9,0,0
2:01:19,0,0.00,89.94,18.86,86.50,86.14,70.39,0,32.94,0,25.92,99.46,0,1,0,114.78,115.02,114.90,115.08,115.24,115.06,114.86,89.94,18.9,0,0
2:02:19,0,0.00,89.94,18.86,86.50,85.06,69.13,0,33.00,0,24.25,98.04,0,1,0,114.84,114.99,115.03,114.83,115.25,114.98,115.29,89.94,18.9,0,0
2:03:19,0,0.00,89.94,18.86,86.05,84.43,67.69,0,34.64,0,23.59,92.96,0,1,0,114.78,114.94,114.93,114.89,115.21,115.15,115.26,89.94,18.9,0,0
2:04:20,0,0.00,89.94,18.86,86.41,85.15,69.85,0,32.17,0,24.99,98.50,0,1,0,114.74,114.96,114.95,114.91,115.25,114.98,115.24,89.94,18.9,0,0
2:05:20,0,0.00,89.94,18.86,86.50,85.60,69.49,0,33.07,0,25.36,98.14,0,1,0,114.71,114.97,115.31,114.94,115.12,114.99,114.94,89.94,18.9,0,0
2:06:20,0,0.00,89.94,18.86,85.87,84.52,68.23,0,35.52,0,23.30,95.68,0,1,0,114.84,114.99,114.72,114.97,115.19,115.07,114.77,89.94,18.9,0,0
2:07:20,0,0.00,89.94,18.86,86.05,84.61,69.13,0,34.03,0,23.89,95.73,0,1,0,114.79,115.03,114.85,114.90,115.23,114.95,115.15,89.94,18.9,0,0
2:08:20,0,0.00,89.94,18.86,86.50,85.96,69.49,0,33.24,0,25.93,97.22,0,1,0,114.88,114.95,114.68,115.07,115.23,115.23,115.10,89.94,18.9,0,0
2:09:20,0,0.00,89.94,18.86,86.05,84.88,68.32,0,35.01,0,24.26,95.10,0,1,0,114.91,114.95,114.83,115.04,115.22,114.94,115.22,89.94,18.9,0,0
2:10:20,0,0.00,89.94,18.86,86.05,84.43,68.32,0,34.92,0,23.61,94.61,0,1,0,114.85,115.03,114.82,114.92,115.17,115.11,115.16,89.94,18.9,0,0
2:11:21,0,0.00,89.94,18.76,86.86,85.51,70.57,0,31.87,0,25.28,98.81,0,1,0,114.87,114.98,114.88,115.05,115.24,115.17,114.98,89.94,18.8,0,0
2:12:21,0,0.00,89.94,18.76,86.50,85.60,69.58,0,33.37,0,25.38,97.64,0,1,0,114.89,114.93,114.76,114.96,115.13,115.06,115.17,89.94,18.8,0,0
2:13:21,0,0.00,89.94,18.76,86.05,84.43,67.96,0,35.01,0,23.61,94.69,0,1,0,114.78,114.93,114.80,114.92,115.20,114.95,115.10,89.94,18.8,0,0
2:14:21,0,0.00,89.94,18.76,86.23,84.43,69.85,0,33.62,0,23.65,97.99,0,1,0,114.80,114.95,114.68,114.91,115.20,115.13,115.17,89.94,18.8,0,0
2:15:21,0,0.00,89.94,18.76,86.68,85.96,70.12,0,32.68,0,25.97,98.97,0,1,0,114.97,115.01,114.85,114.92,115.27,114.69,115.11,89.94,18.8,0,0
2:16:21,0,0.00,89.94,18.76,86.32,85.24,69.94,0,34.15,0,24.58,98.53,0,1,0,114.91,115.11,114.84,115.09,115.26,115.14,115.27,89.94,18.8,0,0
2:17:22,0,0.00,90.14,18.76,85.69,84.43,68.50,0,34.73,0,23.65,95.01,0,1,0,115.08,115.02,114.94,114.94,115.19,115.25,115.00,90.14,18.8,0,0
2:18:22,0,0.00,90.14,18.76,86.23,84.79,70.03,0,32.50,0,24.51,97.78,0,1,0,114.93,115.00,114.87,114.94,115.14,114.89,115.26,90.14,18.8,0,0
2:19:22,0,0.00,90.14,18.76,86.14,85.78,70.66,0,32.82,0,25.72,99.80,0,1,0,114.85,115.14,114.68,114.94,115.15,115.17,115.27,90.14,18.8,0,0
