0:00:00,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,TC1,TC2,TC3,TC11,TC12,TC13,ROOMTEMP,HUMIDITY
0:00:00,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Freezer,Fresh Food,Ambient,Frez Door,Cab Door,Def/Rec Time,FC1,FC2,FC3,FF1,FF2,FF3,RoomTemp,Humidity
5:03:05,2,0.95,115.0,6.20,6.81,0.34145,7.39,58.35,-999.00,-999.00,-999.00,0,11.11,6.06,4.99,59.00,58.56,57.48,90.14,17.7
5:03:15,2,0.95,115.0,6.30,6.84,0.34165,7.39,58.36,-999.00,-999.00,-999.00,0,11.11,6.06,4.99,59.01,58.59,57.49,90.14,17.7
5:03:25,2,0.95,115.0,6.30,6.84,0.34179,7.38,58.37,-999.00,-999.00,-999.00,0,11.10,6.06,4.99,59.01,58.60,57.50,90.14,17.7
5:03:36,2,0.95,115.0,6.30,6.84,0.34199,7.36,58.36,-999.00,-999.00,-999.00,0,11.10,6.03,4.96,59.04,58.56,57.48,90.14,17.7
5:03:46,2,0.95,115.0,6.20,6.82,0.34219,7.37,58.38,-999.00,-999.00,-999.00,0,11.10,6.03,4.98,59.04,58.61,57.49,90.14,17.7
5:03:56,2,0.95,115.0,6.20,6.79,0.34240,7.37,58.37,-999.00,-999.00,-999.00,0,11.09,6.06,4.97,59.05,58.57,57.48,90.14,17.7
5:04:06,2,0.95,115.0,6.20,6.82,0.34260,7.36,58.39,-999.00,-999.00,-999.00,0,11.08,6.03,4.97,59.05,58.62,57.50,90.14,17.7
5:04:16,2,0.95,115.0,6.20,6.78,0.34280,7.36,58.37,-999.00,-999.00,-999.00,0,11.08,6.00,4.99,59.05,58.58,57.48,90.14,17.8
5:04:27,2,0.95,115.0,6.20,6.78,0.34300,7.36,58.37,-999.00,-999.00,-999.00,0,11.09,6.01,4.98,59.04,58.59,57.49,90.14,17.8
5:04:37,2,0.95,115.0,6.20,6.76,0.34314,7.35,58.37,-999.00,-999.00,-999.00,0,11.08,6.01,4.95,59.04,58.59,57.48,90.14,17.8
5:04:47,2,0.95,115.0,6.20,6.73,0.34334,7.35,58.37,-999.00,-999.00,-999.00,0,11.09,6.00,4.95,59.03,58.61,57.48,90.14,17.8
5:04:57,2,0.95,115.0,6.20,6.74,0.34354,7.36,58.37,-999.00,-999.00,-999.00,0,11.09,6.03,4.97,59.04,58.59,57.47,90.14,17.8
5:05:07,2,0.95,115.0,6.30,6.83,0.34374,7.35,58.38,-999.00,-999.00,-999.00,0,11.09,6.00,4.97,59.03,58.61,57.49,90.14,17.8
5:05:17,2,0.95,115.0,6.30,6.84,0.34394,7.37,58.39,-999.00,-999.00,-999.00,0,11.10,6.03,4.99,59.05,58.61,57.50,90.14,17.8
5:05:28,2,0.95,115.0,6.30,6.84,0.34415,7.36,58.39,-999.00,-999.00,-999.00,0,11.08,6.00,4.99,59.05,58.62,57.50,90.14,17.8
5:05:38,2,0.95,115.0,6.30,6.83,0.34428,7.36,58.39,-999.00,-999.00,-999.00,0,11.09,6.00,4.99,59.05,58.62,57.49,90.14,17.8
5:05:48,2,0.95,115.0,6.30,6.85,0.34449,7.36,58.38,-999.00,-999.00,-999.00,0,11.09,6.01,4.99,59.05,58.61,57.47,90.14,17.8
5:05:58,2,0.95,115.0,6.30,6.82,0.34469,7.35,58.38,-999.00,-999.00,-999.00,0,11.08,6.00,4.97,59.05,58.60,57.48,90.14,17.8
5:06:08,2,0.95,115.0,6.20,6.82,0.34489,7.36,58.39,-999.00,-999.00,-999.00,0,11.08,6.00,4.99,59.05,58.61,57.50,90.14,17.8
5:06:18,2,0.95,115.0,6.20,6.80,0.34510,7.36,58.39,-999.00,-999.00,-999.00,0,11.08,6.00,4.99,59.05,58.62,57.50,90.14,17.8
5:06:29,2,0.95,115.0,6.30,6.83,0.34530,7.38,58.38,-999.00,-999.00,-999.00,0,11.09,6.03,5.01,59.05,58.61,57.49,90.14,17.8
5:06:39,2,0.95,115.0,6.20,6.76,0.34550,7.35,58.39,-999.00,-999.00,-999.00,0,11.08,6.00,4.97,59.05,58.62,57.50,90.14,17.9
5:06:49,2,0.95,115.0,6.20,6.75,0.34563,7.35,58.38,-999.00,-999.00,-999.00,0,11.08,6.00,4.98,59.05,58.61,57.48,90.14,17.8
5:06:59,2,0.95,115.0,6.20,6.73,0.34583,7.36,58.39,-999.00,-999.00,-999.00,0,11.08,6.00,4.99,59.05,58.62,57.49,90.14,17.8
5:07:09,2,0.95,115.0,6.20,6.78,0.34603,7.36,58.39,-999.00,-999.00,-999.00,0,11.08,6.00,4.99,59.05,58.62,57.50,90.14,17.8
5:07:20,2,0.95,115.0,6.30,6.85,0.34623,7.36,58.40,-999.00,-999.00,-999.00,0,11.08,6.00,4.99,59.05,58.63,57.52,90.14,17.8
5:07:30,2,0.95,115.0,6.30,6.87,0.34644,7.34,58.39,-999.00,-999.00,-999.00,0,11.04,6.00,4.98,59.06,58.62,57.49,90.14,17.8
5:07:40,2,0.95,115.0,6.30,6.85,0.34664,7.34,58.42,-999.00,-999.00,-999.00,0,11.03,6.00,4.99,59.08,58.63,57.54,90.14,17.9
5:07:50,2,0.95,115.0,6.30,6.84,0.34685,7.34,58.41,-999.00,-999.00,-999.00,0,11.02,6.00,4.99,59.06,58.63,57.54,90.14,17.9
5:08:00,2,0.95,115.0,6.30,6.84,0.34705,7.34,58.39,-999.00,-999.00,-999.00,0,11.02,6.00,4.99,59.05,58.62,57.50,90.14,17.9
5:08:10,2,0.95,115.0,6.30,6.85,0.34719,7.34,58.41,-999.00,-999.00,-999.00,0,11.02,6.00,4.99,59.05,58.63,57.54,90.14,17.9
5:08:20,2,0.95,115.0,6.30,6.85,0.34739,7.34,58.40,-999.00,-999.00,-999.00,0,11.03,6.00,4.99,59.05,58.62,57.52,90.14,17.9
5:08:31,2,1.00,115.0,26.80,6.82,0.34773,7.34,58.39,-999.00,-999.00,-999.00,0,11.02,6.00,4.99,59.07,58.61,57.50,90.14,17.9
5:08:26,4,1.00,115.1,26.90,30.91,0.34804,7.35,58.40,-999.00,-999.00,-999.00,0,11.04,6.01,5.00,59.07,58.61,57.51,90.14,17.9
5:08:34,4,1.00,115.1,26.90,30.91,0.34804,7.35,58.40,-999.00,-999.00,-999.00,0,11.04,6.01,5.00,59.07,58.61,57.51,90.14,17.9
5:08:34,4,1.00,115.1,26.90,30.91,0.34804,7.35,58.40,-999.00,-999.00,-999.00,0,11.04,6.01,5.00,59.07,58.61,57.51,90.14,17.9
5:08:44,4,1.00,115.2,26.80,30.85,0.34895,7.35,58.40,-999.00,-999.00,-999.00,0,11.08,5.97,4.99,59.08,58.61,57.50,90.14,17.8
5:08:54,4,1.00,115.3,26.80,30.86,0.34987,7.35,58.43,-999.00,-999.00,-999.00,0,11.08,5.97,4.99,59.08,58.67,57.54,90.14,17.8
5:09:04,4,1.00,115.3,26.80,30.86,0.35078,7.34,58.41,-999.00,-999.00,-999.00,0,11.09,5.94,4.99,59.08,58.63,57.51,90.14,17.8
5:09:15,4,1.00,115.3,26.80,30.85,0.35171,7.34,58.41,-999.00,-999.00,-999.00,0,11.10,5.92,4.99,59.08,58.64,57.52,90.14,17.8
5:09:25,4,1.00,115.0,26.70,30.61,0.35231,7.36,58.44,-999.00,-999.00,-999.00,0,11.13,5.94,5.01,59.08,58.68,57.55,90.14,17.8
5:09:36,4,1.00,114.9,26.70,30.64,0.35322,7.34,58.42,-999.00,-999.00,-999.00,0,11.16,5.87,4.99,59.08,58.64,57.54,90.14,17.8
5:09:46,4,1.00,114.9,26.70,30.66,0.35413,7.34,58.42,-999.00,-999.00,-999.00,0,11.17,5.87,4.99,59.08,58.65,57.54,90.14,17.8
5:09:56,4,1.00,114.9,26.70,30.65,0.35504,7.38,58.44,-999.00,-999.00,-999.00,0,11.23,5.89,5.01,59.08,58.67,57.57,90.14,17.8
5:10:06,4,1.00,114.8,26.70,30.61,0.35595,7.35,58.42,-999.00,-999.00,-999.00,0,11.21,5.86,4.99,59.08,58.64,57.55,90.14,17.8
5:10:17,4,1.00,114.8,26.70,30.61,0.35686,7.37,58.45,-999.00,-999.00,-999.00,0,11.23,5.87,5.00,59.08,58.68,57.58,90.14,17.8
5:10:27,4,1.00,114.8,26.70,30.61,0.35777,7.37,58.45,-999.00,-999.00,-999.00,0,11.27,5.86,4.99,59.08,58.68,57.58,89.94,17.8
5:10:37,4,1.00,114.8,26.70,30.60,0.35868,7.38,58.44,-999.00,-999.00,-999.00,0,11.28,5.86,4.99,59.08,58.66,57.57,89.94,17.8
5:10:47,4,1.00,114.8,26.70,30.60,0.35929,7.41,58.45,-999.00,-999.00,-999.00,0,11.32,5.89,5.01,59.11,58.66,57.57,89.94,17.8
5:10:57,4,1.00,114.8,26.70,30.60,0.36020,7.39,58.43,-999.00,-999.00,-999.00,0,11.31,5.86,4.99,59.08,58.64,57.57,89.94,17.8
5:11:07,4,1.00,114.8,26.70,30.60,0.36110,7.38,58.44,-999.00,-999.00,-999.00,0,11.31,5.83,4.99,59.09,58.64,57.59,89.94,17.8
5:11:18,4,1.00,114.8,26.70,30.59,0.36201,7.39,58.44,-999.00,-999.00,-999.00,0,11.36,5.81,4.99,59.08,58.64,57.59,89.94,17.8
5:11:28,4,1.00,114.8,26.70,30.58,0.36292,7.41,58.48,-999.00,-999.00,-999.00,0,11.37,5.85,5.00,59.09,58.72,57.63,89.94,17.8
5:11:38,4,1.00,114.8,26.70,30.57,0.36384,7.42,58.46,-999.00,-999.00,-999.00,0,11.42,5.84,5.01,59.12,58.67,57.58,89.94,17.8
5:11:48,4,1.00,114.8,26.70,30.56,0.36475,7.43,58.47,-999.00,-999.00,-999.00,0,11.45,5.84,5.01,59.12,58.68,57.60,89.94,17.8
5:11:58,4,1.00,114.8,26.70,30.56,0.36535,7.42,58.50,-999.00,-999.00,-999.00,0,11.44,5.82,4.99,59.13,58.73,57.65,89.94,17.8
5:12:09,4,1.00,114.8,26.70,30.56,0.36626,7.42,58.49,-999.00,-999.00,-999.00,0,11.47,5.81,4.99,59.14,58.71,57.62,89.94,17.8
5:12:19,4,1.00,114.8,26.70,30.57,0.36717,7.46,58.49,-999.00,-999.00,-999.00,0,11.52,5.85,5.01,59.14,58.69,57.64,89.94,17.8
5:12:29,4,1.00,114.8,26.60,30.53,0.36808,7.48,58.52,-999.00,-999.00,-999.00,0,11.56,5.88,5.01,59.14,58.73,57.68,89.94,17.8
5:12:39,4,1.00,114.8,26.60,30.52,0.36898,7.47,58.52,-999.00,-999.00,-999.00,0,11.55,5.86,5.01,59.14,58.74,57.69,89.94,17.8
5:12:49,4,1.00,114.7,26.60,30.51,0.36989,7.48,58.50,-999.00,-999.00,-999.00,0,11.56,5.85,5.02,59.14,58.71,57.66,89.94,17.8
5:12:59,4,1.00,114.7,26.60,30.50,0.37080,7.52,58.51,-999.00,-999.00,-999.00,0,11.62,5.90,5.03,59.14,58.72,57.67,89.94,17.8
5:13:10,4,1.00,114.7,26.60,30.52,0.37171,7.52,58.52,-999.00,-999.00,-999.00,0,11.65,5.89,5.02,59.14,58.74,57.68,89.94,17.8
5:13:20,4,1.00,114.8,26.60,30.51,0.37231,7.52,58.51,-999.00,-999.00,-999.00,0,11.65,5.87,5.03,59.14,58.71,57.67,89.94,17.8
5:13:30,4,1.00,114.8,26.60,30.53,0.37322,7.54,58.51,-999.00,-999.00,-999.00,0,11.69,5.89,5.05,59.14,58.70,57.69,89.94,17.8
5:13:40,4,1.00,114.8,26.60,30.54,0.37412,7.54,58.53,-999.00,-999.00,-999.00,0,11.69,5.89,5.03,59.14,58.75,57.70,89.94,17.8
5:13:50,4,1.00,114.8,26.60,30.54,0.37503,7.57,58.53,-999.00,-999.00,-999.00,0,11.77,5.89,5.05,59.14,58.75,57.70,89.94,17.8
5:14:00,4,1.00,114.8,26.60,30.54,0.37594,7.57,58.52,-999.00,-999.00,-999.00,0,11.75,5.93,5.03,59.14,58.72,57.70,89.94,17.8
5:14:10,4,1.00,114.8,26.60,30.52,0.37685,7.59,58.56,-999.00,-999.00,-999.00,0,11.80,5.93,5.04,59.19,58.76,57.73,89.94,17.8
5:14:21,4,1.00,114.8,26.60,30.52,0.37775,7.59,58.56,-999.00,-999.00,-999.00,0,11.82,5.93,5.03,59.19,58.76,57.73,89.94,17.8
5:14:31,4,1.00,114.8,26.60,30.50,0.37837,7.59,58.57,-999.00,-999.00,-999.00,0,11.83,5.92,5.02,59.19,58.76,57.75,89.94,17.8
5:14:41,4,1.00,114.8,26.60,30.50,0.37927,7.61,58.57,-999.00,-999.00,-999.00,0,11.88,5.93,5.03,59.19,58.76,57.76,89.94,17.8
5:14:51,4,1.00,114.8,26.60,30.49,0.38017,7.65,58.57,-999.00,-999.00,-999.00,0,11.91,5.97,5.07,59.19,58.76,57.77,89.94,17.8
5:15:01,4,1.00,114.8,26.60,30.52,0.38107,7.66,58.56,-999.00,-999.00,-999.00,0,11.93,5.97,5.07,59.19,58.76,57.74,89.94,17.8
5:15:11,4,1.00,114.8,26.60,30.50,0.38199,7.67,58.58,-999.00,-999.00,-999.00,0,11.97,5.98,5.07,59.19,58.79,57.76,89.94,17.8
5:15:21,4,1.00,114.8,26.60,30.49,0.38290,7.71,58.59,-999.00,-999.00,-999.00,0,12.02,6.01,5.09,59.19,58.77,57.82,89.94,17.8
5:15:32,4,1.00,114.8,26.60,30.47,0.38350,7.74,58.60,-999.00,-999.00,-999.00,0,12.05,6.04,5.12,59.19,58.80,57.80,89.94,17.8
5:15:42,4,1.00,114.8,26.60,30.47,0.38440,7.72,58.61,-999.00,-999.00,-999.00,0,12.06,6.03,5.07,59.19,58.81,57.82,89.94,17.8
5:15:52,4,1.00,114.8,26.60,30.48,0.38531,7.73,58.61,-999.00,-999.00,-999.00,0,12.07,6.05,5.07,59.19,58.82,57.83,89.94,17.8
5:16:02,4,1.00,114.8,26.60,30.48,0.38622,7.78,58.59,-999.00,-999.00,-999.00,0,12.14,6.07,5.13,59.19,58.79,57.80,89.94,17.8
5:16:12,4,1.00,114.8,26.60,30.52,0.38712,7.80,58.61,-999.00,-999.00,-999.00,0,12.17,6.09,5.13,59.20,58.81,57.81,89.94,17.8
5:16:22,4,1.00,114.9,26.60,30.53,0.38803,7.81,58.61,-999.00,-999.00,-999.00,0,12.19,6.11,5.14,59.22,58.80,57.82,89.94,17.8
5:16:33,4,1.00,114.8,26.60,30.51,0.38894,7.83,58.61,-999.00,-999.00,-999.00,0,12.21,6.15,5.14,59.21,58.79,57.83,89.94,17.8
5:16:43,4,1.00,114.8,26.60,30.48,0.38955,7.85,58.63,-999.00,-999.00,-999.00,0,12.25,6.15,5.14,59.21,58.82,57.85,89.94,17.8
5:16:53,4,1.00,114.8,26.60,30.51,0.39045,7.89,58.64,-999.00,-999.00,-999.00,0,12.31,6.18,5.19,59.22,58.84,57.86,89.94,17.8
5:17:03,4,1.00,114.8,26.60,30.51,0.39136,7.91,58.62,-999.00,-999.00,-999.00,0,12.33,6.20,5.19,59.22,58.80,57.85,89.94,17.8
5:17:13,4,1.00,114.8,26.60,30.52,0.39226,7.90,58.62,-999.00,-999.00,-999.00,0,12.34,6.19,5.18,59.22,58.80,57.84,89.94,17.8
5:17:24,4,1.00,114.8,26.60,30.52,0.39316,7.92,58.63,-999.00,-999.00,-999.00,0,12.36,6.20,5.19,59.22,58.82,57.84,89.94,17.8
5:17:34,4,1.00,114.8,26.60,30.51,0.39408,7.98,58.66,-999.00,-999.00,-999.00,0,12.45,6.29,5.21,59.22,58.87,57.90,89.94,17.8
5:17:44,4,1.00,114.8,26.60,30.50,0.39499,7.98,58.65,-999.00,-999.00,-999.00,0,12.45,6.26,5.22,59.22,58.84,57.89,89.94,17.9
5:17:54,4,1.00,114.8,26.60,30.50,0.39559,8.03,58.65,-999.00,-999.00,-999.00,0,12.50,6.34,5.26,59.22,58.84,57.89,89.94,17.9
5:18:04,4,1.00,114.8,26.60,30.47,0.39649,8.04,58.67,-999.00,-999.00,-999.00,0,12.52,6.35,5.26,59.22,58.87,57.91,89.94,17.8
5:18:14,4,1.00,114.8,26.60,30.46,0.39740,8.07,58.67,-999.00,-999.00,-999.00,0,12.55,6.38,5.27,59.22,58.88,57.91,89.94,17.8
5:18:25,4,1.00,114.8,26.60,30.46,0.39830,8.08,58.67,-999.00,-999.00,-999.00,0,12.59,6.39,5.27,59.22,58.88,57.91,89.94,17.8
5:18:35,4,1.00,114.8,26.60,30.47,0.39921,8.12,58.68,-999.00,-999.00,-999.00,0,12.63,6.43,5.31,59.22,58.88,57.93,89.94,17.8
5:18:45,4,1.00,114.8,26.60,30.46,0.40012,8.13,58.69,-999.00,-999.00,-999.00,0,12.64,6.44,5.32,59.22,58.88,57.96,89.94,17.8
5:18:55,4,1.00,114.8,26.60,30.47,0.40102,8.17,58.69,-999.00,-999.00,-999.00,0,12.70,6.49,5.32,59.23,58.88,57.97,89.94,17.8
5:19:05,4,1.00,114.8,26.60,30.47,0.40193,8.20,58.70,-999.00,-999.00,-999.00,0,12.72,6.52,5.36,59.24,58.88,57.97,89.94,17.8
5:19:16,4,1.00,114.8,26.60,30.49,0.40254,8.24,58.71,-999.00,-999.00,-999.00,0,12.78,6.55,5.38,59.27,58.89,57.97,89.94,17.8
5:19:26,4,1.00,114.8,26.60,30.49,0.40345,8.24,58.71,-999.00,-999.00,-999.00,0,12.80,6.55,5.38,59.27,58.90,57.97,89.94,17.8
5:19:36,4,1.00,114.8,26.60,30.48,0.40434,8.28,58.72,-999.00,-999.00,-999.00,0,12.88,6.58,5.39,59.27,58.91,57.98,89.94,17.8
5:19:46,4,1.00,114.8,26.60,30.50,0.40525,8.31,58.72,-999.00,-999.00,-999.00,0,12.91,6.62,5.40,59.27,58.91,57.98,89.94,17.8
5:19:56,4,1.00,114.8,26.60,30.48,0.40616,8.32,58.72,-999.00,-999.00,-999.00,0,12.92,6.64,5.40,59.27,58.91,57.99,89.94,17.8
5:20:06,4,1.00,114.8,26.60,30.48,0.40707,8.35,58.72,-999.00,-999.00,-999.00,0,12.96,6.69,5.40,59.27,58.91,57.99,89.94,17.8
5:20:16,4,1.00,114.8,26.60,30.45,0.40797,8.40,58.72,-999.00,-999.00,-999.00,0,13.02,6.73,5.46,59.27,58.91,57.99,89.94,17.8
5:20:27,4,1.00,114.8,26.60,30.44,0.40857,8.42,58.72,-999.00,-999.00,-999.00,0,13.07,6.74,5.46,59.27,58.91,57.99,89.94,17.8
5:20:37,4,1.00,114.8,26.60,30.44,0.40948,8.44,58.73,-999.00,-999.00,-999.00,0,13.10,6.76,5.46,59.27,58.91,58.01,89.94,17.8
5:20:47,4,1.00,114.8,26.60,30.46,0.41039,8.47,58.73,-999.00,-999.00,-999.00,0,13.11,6.80,5.51,59.27,58.91,58.00,89.94,17.8
5:20:57,4,1.00,114.8,26.60,30.47,0.41129,8.51,58.74,-999.00,-999.00,-999.00,0,13.19,6.83,5.51,59.29,58.91,58.02,89.94,17.8
5:21:08,4,1.00,114.8,26.60,30.47,0.41220,8.55,58.75,-999.00,-999.00,-999.00,0,13.23,6.88,5.53,59.29,58.92,58.05,89.94,17.8
5:21:18,4,1.00,114.8,26.60,30.47,0.41310,8.59,58.77,-999.00,-999.00,-999.00,0,13.28,6.92,5.56,59.32,58.94,58.05,89.94,17.8
5:21:28,4,1.00,114.8,26.50,30.43,0.41401,8.59,58.78,-999.00,-999.00,-999.00,0,13.30,6.93,5.54,59.33,58.96,58.05,89.94,17.8
5:21:38,4,1.00,114.7,26.50,30.41,0.41491,8.65,58.78,-999.00,-999.00,-999.00,0,13.40,6.96,5.60,59.33,58.97,58.05,89.94,17.8
5:21:48,4,1.00,114.7,26.60,30.45,0.41551,8.67,58.79,-999.00,-999.00,-999.00,0,13.42,6.99,5.59,59.33,58.97,58.07,89.94,17.8
5:21:58,4,1.00,114.8,26.60,30.45,0.41642,8.72,58.80,-999.00,-999.00,-999.00,0,13.49,7.06,5.60,59.33,58.97,58.10,89.94,17.8
5:22:08,4,1.00,114.7,26.50,30.42,0.41732,8.76,58.80,-999.00,-999.00,-999.00,0,13.56,7.10,5.63,59.33,58.97,58.10,89.94,17.8
5:22:18,4,1.00,114.7,26.50,30.43,0.41824,8.80,58.80,-999.00,-999.00,-999.00,0,13.63,7.13,5.65,59.33,58.97,58.10,89.94,17.8
5:22:29,4,1.00,114.8,26.60,30.46,0.41914,8.83,58.80,-999.00,-999.00,-999.00,0,13.67,7.14,5.69,59.33,58.97,58.10,89.94,17.8
5:22:39,4,1.00,114.7,26.60,30.43,0.42004,8.90,58.80,-999.00,-999.00,-999.00,0,13.79,7.21,5.71,59.33,58.97,58.10,89.94,17.8
5:22:49,4,1.00,114.7,26.50,30.40,0.42065,8.93,58.81,-999.00,-999.00,-999.00,0,13.81,7.24,5.75,59.33,58.98,58.11,89.94,17.8
5:22:59,4,1.00,114.7,26.60,30.44,0.42155,8.97,58.82,-999.00,-999.00,-999.00,0,13.88,7.28,5.76,59.33,59.01,58.13,89.94,17.8
5:23:09,4,1.00,114.7,26.60,30.44,0.42246,9.03,58.83,-999.00,-999.00,-999.00,0,13.95,7.34,5.79,59.34,59.02,58.13,89.94,17.8
5:23:19,4,1.00,114.7,26.50,30.41,0.42336,9.06,58.83,-999.00,-999.00,-999.00,0,14.02,7.37,5.79,59.34,59.01,58.13,89.94,17.7
5:23:29,4,1.00,114.7,26.50,30.44,0.42427,9.14,58.83,-999.00,-999.00,-999.00,0,14.12,7.45,5.84,59.35,59.02,58.13,89.94,17.7
5:23:40,4,1.00,114.8,26.60,30.46,0.42517,9.19,58.84,-999.00,-999.00,-999.00,0,14.20,7.47,5.89,59.35,59.02,58.16,89.94,17.7
5:23:50,4,1.00,114.8,26.50,30.43,0.42577,9.24,58.84,-999.00,-999.00,-999.00,0,14.26,7.53,5.93,59.35,59.02,58.14,89.94,17.7
5:24:00,4,1.00,114.8,26.60,30.46,0.42668,9.29,58.85,-999.00,-999.00,-999.00,0,14.34,7.58,5.95,59.35,59.02,58.19,89.94,17.7
5:24:10,4,1.00,114.8,26.60,30.45,0.42758,9.33,58.85,-999.00,-999.00,-999.00,0,14.39,7.64,5.97,59.35,59.02,58.19,89.94,17.7
5:24:21,4,1.00,114.8,26.50,30.43,0.42849,9.38,58.85,-999.00,-999.00,-999.00,0,14.48,7.67,5.98,59.35,59.02,58.19,89.94,17.7
5:24:31,4,1.00,114.8,26.60,30.44,0.42939,9.44,58.86,-999.00,-999.00,-999.00,0,14.57,7.72,6.03,59.35,59.03,58.19,89.94,17.7
5:24:41,4,1.00,114.8,26.50,30.43,0.43030,9.49,58.86,-999.00,-999.00,-999.00,0,14.66,7.78,6.04,59.35,59.03,58.19,89.94,17.7
5:24:51,4,1.00,114.8,26.50,30.43,0.43120,9.55,58.86,-999.00,-999.00,-999.00,0,14.73,7.83,6.09,59.35,59.04,58.19,89.94,17.7
5:25:01,4,1.00,114.8,26.50,30.43,0.43211,9.61,58.88,-999.00,-999.00,-999.00,0,14.81,7.87,6.15,59.36,59.05,58.23,89.94,17.7
5:25:11,4,1.00,114.8,26.60,30.45,0.43272,9.67,58.87,-999.00,-999.00,-999.00,0,14.89,7.94,6.17,59.36,59.04,58.21,89.94,17.7
5:25:21,4,1.00,114.8,26.60,30.45,0.43362,9.71,58.90,-999.00,-999.00,-999.00,0,14.99,7.98,6.17,59.40,59.05,58.24,89.94,17.7
5:25:32,4,1.00,114.8,26.50,30.43,0.43452,9.79,58.89,-999.00,-999.00,-999.00,0,15.08,8.05,6.23,59.39,59.05,58.24,89.94,17.7
5:25:42,4,1.00,114.8,26.60,30.44,0.43543,9.86,58.89,-999.00,-999.00,-999.00,0,15.17,8.12,6.29,59.38,59.05,58.25,89.94,17.7
5:25:52,4,1.00,114.8,26.60,30.45,0.43634,9.91,58.92,-999.00,-999.00,-999.00,0,15.24,8.16,6.33,59.42,59.07,58.27,89.94,17.7
5:26:02,4,1.00,114.8,26.60,30.45,0.43725,9.96,58.91,-999.00,-999.00,-999.00,0,15.31,8.22,6.35,59.41,59.06,58.26,89.94,17.7
5:26:12,4,1.00,114.8,26.60,30.46,0.43815,10.03,58.92,-999.00,-999.00,-999.00,0,15.42,8.28,6.40,59.41,59.08,58.27,89.94,17.7
5:26:23,4,1.00,114.8,26.60,30.45,0.43906,10.09,58.93,-999.00,-999.00,-999.00,0,15.50,8.34,6.42,59.43,59.10,58.27,89.94,17.7
5:26:33,4,1.00,114.8,26.50,30.44,0.43966,10.15,58.93,-999.00,-999.00,-999.00,0,15.57,8.41,6.48,59.41,59.10,58.27,89.94,17.7
5:26:43,4,1.00,114.8,26.60,30.44,0.44057,10.22,58.93,-999.00,-999.00,-999.00,0,15.68,8.45,6.52,59.41,59.10,58.27,89.94,17.7
5:26:53,4,1.00,114.8,26.60,30.45,0.44147,10.27,58.93,-999.00,-999.00,-999.00,0,15.76,8.50,6.55,59.41,59.10,58.27,89.94,17.7
5:27:03,4,1.00,114.8,26.60,30.44,0.44238,10.34,58.95,-999.00,-999.00,-999.00,0,15.87,8.59,6.57,59.45,59.10,58.31,89.94,17.7
5:27:13,4,1.00,114.8,26.50,30.43,0.44328,10.41,58.95,-999.00,-999.00,-999.00,0,15.96,8.63,6.64,59.44,59.10,58.32,89.94,17.7
5:27:24,4,1.00,114.7,26.50,30.42,0.44419,10.49,58.97,-999.00,-999.00,-999.00,0,16.08,8.70,6.69,59.46,59.12,58.33,89.94,17.7
5:27:34,4,1.00,114.7,26.50,30.43,0.44509,10.56,58.95,-999.00,-999.00,-999.00,0,16.18,8.77,6.72,59.44,59.10,58.32,89.94,17.7
5:27:44,4,1.00,114.7,26.50,30.43,0.44569,10.62,58.97,-999.00,-999.00,-999.00,0,16.29,8.82,6.75,59.47,59.12,58.32,89.94,17.7
5:27:54,4,1.00,114.8,26.60,30.45,0.44660,10.71,58.97,-999.00,-999.00,-999.00,0,16.41,8.91,6.81,59.47,59.11,58.32,89.94,17.7
5:28:04,4,1.00,114.8,26.60,30.46,0.44750,10.79,58.98,-999.00,-999.00,-999.00,0,16.53,8.99,6.86,59.47,59.13,58.33,89.94,17.7
5:28:06,8,0.31,114.8,0.90,0.32,0.44787,10.84,58.98,-999.00,-999.00,-999.00,0,16.62,9.01,6.90,59.46,59.13,58.35,89.94,17.7
5:28:13,8,0.31,114.8,0.90,0.32,0.44787,10.84,58.98,-999.00,-999.00,-999.00,0,16.62,9.01,6.90,59.46,59.13,58.35,89.94,17.7
5:28:13,8,0.31,114.8,0.90,0.32,0.44787,10.84,58.98,-999.00,-999.00,-999.00,0,16.62,9.01,6.90,59.46,59.13,58.35,89.94,17.7
5:28:23,8,0.31,114.9,0.90,0.31,0.44788,10.92,58.98,-999.00,-999.00,-999.00,0,16.74,9.10,6.93,59.46,59.13,58.35,89.94,17.7
5:28:34,8,0.31,114.9,0.90,0.31,0.44788,11.03,58.99,-999.00,-999.00,-999.00,0,16.91,9.18,7.00,59.47,59.13,58.36,89.94,17.7
5:28:44,8,0.31,115.0,0.90,0.32,0.44789,11.10,58.99,-999.00,-999.00,-999.00,0,17.03,9.22,7.04,59.47,59.13,58.36,89.94,17.8
5:28:54,8,0.31,115.0,0.90,0.31,0.44790,11.19,58.99,-999.00,-999.00,-999.00,0,17.17,9.31,7.10,59.47,59.14,58.36,89.94,17.8
5:29:04,8,0.30,115.1,0.90,0.31,0.44791,11.27,59.00,-999.00,-999.00,-999.00,0,17.31,9.37,7.13,59.47,59.15,58.38,89.94,17.8
