0:00:00,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,TC1,TC2,TC3,TC11,TC12,TC13,HAUXINPUT,ROOMTEMP,HUMIDITY
0:00:00,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Freezer,Fresh Food,Ambient,Frez Door,Cab Door,Def/Rec Time,FC1,FC2,FC3,FF1,FF2,FF3,Current Leakage (mA),RoomTemp,Humidity
62:23:27,2,0.95,115.1,6.30,6.87,5.32851,-7.95,49.02,-999.00,-999.00,-999.00,0,-5.49,-8.95,-9.40,50.51,48.89,47.65,0.84764,90.14,18.6,42.25
62:24:17,2,0.95,115.1,6.20,6.75,5.32946,-7.87,49.02,-999.00,-999.00,-999.00,0,-5.38,-8.88,-9.34,50.51,48.90,47.66,0,90.14,18.6,42.25
62:25:07,2,0.95,115.1,6.40,6.96,5.33041,-7.80,49.04,-999.00,-999.00,-999.00,0,-5.29,-8.83,-9.28,50.52,48.90,47.70,0,90.14,18.6,42.25
62:25:58,2,0.95,115.1,6.30,6.85,5.33137,-7.73,49.05,-999.00,-999.00,-999.00,0,-5.16,-8.77,-9.26,50.51,48.93,47.70,0,90.14,18.6,42.25
62:26:48,2,0.95,115.1,6.20,6.78,5.33238,-7.66,49.08,-999.00,-999.00,-999.00,0,-5.05,-8.74,-9.20,50.57,48.95,47.71,0,90.14,18.6,42.25
62:27:39,2,0.95,115.1,6.20,6.82,5.33331,-7.60,49.09,-999.00,-999.00,-999.00,0,-4.95,-8.69,-9.16,50.58,48.96,47.72,0,90.14,18.6,42.25
62:28:29,2,0.95,115.1,6.30,6.90,5.33427,-7.50,49.13,-999.00,-999.00,-999.00,0,-4.84,-8.60,-9.05,50.60,49.00,47.78,0,90.14,18.6,42.25
62:29:19,2,0.95,115.1,6.30,6.84,5.33522,-7.46,49.13,-999.00,-999.00,-999.00,0,-4.77,-8.58,-9.03,50.60,49.01,47.79,0,90.14,18.6,42.25
62:30:09,2,0.94,115.2,6.20,6.73,5.33616,-7.39,49.13,-999.00,-999.00,-999.00,0,-4.66,-8.52,-8.98,50.60,49.01,47.79,0.84764,90.14,18.6,42.25
62:30:59,2,0.95,114.8,6.30,6.82,5.33710,-7.33,49.17,-999.00,-999.00,-999.00,0,-4.55,-8.50,-8.93,50.65,49.03,47.82,0,90.14,18.6,42.25
62:31:49,2,0.95,114.8,6.30,6.83,5.33804,-7.25,49.18,-999.00,-999.00,-999.00,0,-4.46,-8.43,-8.86,50.65,49.04,47.84,0,90.14,18.6,42.25
62:32:40,2,0.95,114.8,6.30,6.81,5.33906,-7.20,49.19,-999.00,-999.00,-999.00,0,-4.41,-8.38,-8.82,50.65,49.07,47.84,0,90.14,18.6,42.25
62:33:30,2,0.95,114.8,6.20,6.73,5.34000,-7.10,49.19,-999.00,-999.00,-999.00,0,-4.26,-8.30,-8.74,50.65,49.09,47.84,0,90.14,18.6,42.25
62:34:21,2,0.95,114.8,6.30,6.88,5.34094,-7.05,49.21,-999.00,-999.00,-999.00,0,-4.22,-8.25,-8.68,50.65,49.09,47.89,0,90.14,18.7,42.25
62:35:11,2,0.95,114.8,6.30,6.86,5.34189,-6.97,49.24,-999.00,-999.00,-999.00,0,-4.11,-8.17,-8.62,50.71,49.12,47.90,0.84764,90.14,18.7,42.25
62:36:01,2,0.95,114.8,6.20,6.80,5.34284,-6.92,49.24,-999.00,-999.00,-999.00,0,-4.05,-8.13,-8.58,50.70,49.12,47.90,0.84764,89.94,18.7,42.25
62:36:51,2,0.95,114.8,6.20,6.72,5.34378,-6.88,49.25,-999.00,-999.00,-999.00,0,-3.98,-8.11,-8.54,50.72,49.13,47.91,0,89.94,18.7,42.25
62:37:41,2,0.95,114.8,6.30,6.89,5.34472,-6.80,49.27,-999.00,-999.00,-999.00,0,-3.87,-8.05,-8.49,50.72,49.14,47.94,0,89.94,18.7,42.25
62:38:32,2,0.95,114.8,6.30,6.85,5.34568,-6.74,49.30,-999.00,-999.00,-999.00,0,-3.81,-7.97,-8.43,50.74,49.19,47.96,0,89.94,18.7,42.25
62:39:22,2,0.95,114.8,6.20,6.77,5.34669,-6.68,49.28,-999.00,-999.00,-999.00,0,-3.73,-7.93,-8.38,50.73,49.17,47.93,0,89.94,18.7,42.25
62:40:12,2,0.95,114.8,6.20,6.78,5.34763,-6.61,49.30,-999.00,-999.00,-999.00,0,-3.63,-7.87,-8.32,50.74,49.18,47.98,0,89.94,18.7,42.25
62:41:03,2,0.95,114.9,6.30,6.89,5.34858,-6.55,49.32,-999.00,-999.00,-999.00,0,-3.56,-7.81,-8.29,50.74,49.23,47.98,0,89.94,18.7,42.25
62:41:53,2,0.95,114.9,6.30,6.84,5.34953,-6.52,49.35,-999.00,-999.00,-999.00,0,-3.51,-7.78,-8.26,50.78,49.23,48.03,0,89.94,18.7,42.25
62:42:43,2,0.95,114.9,6.10,6.68,5.35047,-6.41,49.35,-999.00,-999.00,-999.00,0,-3.38,-7.70,-8.14,50.79,49.24,48.03,0,89.94,18.7,42.25
62:43:33,2,0.95,114.8,6.10,6.66,5.35138,-6.33,49.37,-999.00,-999.00,-999.00,0,-3.22,-7.65,-8.12,50.80,49.25,48.06,0,89.94,18.7,42.25
62:44:23,2,0.95,114.8,6.40,6.98,5.35233,-6.28,49.39,-999.00,-999.00,-999.00,0,-3.27,-7.57,-8.01,50.82,49.28,48.06,0,89.94,18.8,42.25
62:45:13,2,0.95,114.9,6.70,7.29,5.35332,-6.52,49.42,-999.00,-999.00,-999.00,0,-3.95,-7.59,-8.01,50.82,49.31,48.12,0,89.94,18.8,42.25
62:46:04,2,0.95,114.9,6.50,7.07,5.35438,-6.53,49.43,-999.00,-999.00,-999.00,0,-4.03,-7.56,-7.99,50.86,49.31,48.12,0,89.94,18.8,42.25
62:46:54,2,0.95,114.9,6.30,6.83,5.35535,-6.46,49.44,-999.00,-999.00,-999.00,0,-3.92,-7.51,-7.94,50.87,49.32,48.12,0,89.94,18.8,42.25
62:47:44,2,0.95,114.9,6.30,6.91,5.35629,-6.36,49.47,-999.00,-999.00,-999.00,0,-3.75,-7.45,-7.88,50.87,49.36,48.17,0,89.94,18.8,42.25
62:48:35,2,0.95,114.9,6.40,7.03,5.35726,-6.31,49.50,-999.00,-999.00,-999.00,0,-3.68,-7.43,-7.81,50.92,49.38,48.19,0,89.94,18.8,42.25
62:49:25,2,0.95,114.9,6.40,6.97,5.35824,-6.25,49.51,-999.00,-999.00,-999.00,0,-3.62,-7.37,-7.75,50.93,49.39,48.20,0,89.94,18.8,42.25
62:50:15,2,0.95,114.9,6.30,6.82,5.35919,-6.22,49.51,-999.00,-999.00,-999.00,0,-3.59,-7.35,-7.73,50.92,49.39,48.21,0,89.94,18.8,42.25
62:51:05,2,0.95,114.9,6.30,6.86,5.36013,-6.16,49.51,-999.00,-999.00,-999.00,0,-3.48,-7.32,-7.69,50.93,49.39,48.20,0,89.74,18.8,42.25
62:51:55,2,0.95,114.9,6.40,6.97,5.36110,-6.10,49.51,-999.00,-999.00,-999.00,0,-3.40,-7.26,-7.64,50.93,49.39,48.20,0.84764,89.74,18.8,42.25
62:52:45,2,0.95,114.9,6.30,6.88,5.36206,-6.04,49.55,-999.00,-999.00,-999.00,0,-3.30,-7.20,-7.61,50.95,49.44,48.25,0.84764,89.74,18.8,42.25
62:53:35,2,0.95,114.9,6.20,6.78,5.36307,-5.98,49.56,-999.00,-999.00,-999.00,0,-3.23,-7.16,-7.55,50.98,49.46,48.25,0,89.74,18.9,42.25
62:54:26,2,0.95,114.9,6.30,6.90,5.36401,-5.92,49.59,-999.00,-999.00,-999.00,0,-3.17,-7.08,-7.50,50.97,49.50,48.31,0,89.74,18.9,42.25
62:55:16,2,0.95,114.9,6.30,6.91,5.36497,-5.87,49.59,-999.00,-999.00,-999.00,0,-3.12,-7.03,-7.45,50.97,49.50,48.31,0,89.74,18.8,42.25
62:56:07,2,0.95,114.9,6.30,6.84,5.36593,-5.81,49.62,-999.00,-999.00,-999.00,0,-3.04,-6.96,-7.42,51.00,49.53,48.34,0,89.74,18.8,42.25
62:56:57,2,0.95,114.9,6.20,6.74,5.36687,-5.75,49.64,-999.00,-999.00,-999.00,0,-2.96,-6.93,-7.36,51.01,49.56,48.34,0,89.74,18.8,42.25
62:57:47,2,0.95,114.9,6.30,6.92,5.36781,-5.68,49.68,-999.00,-999.00,-999.00,0,-2.85,-6.88,-7.31,51.06,49.58,48.39,0,89.74,18.8,42.25
62:58:37,2,0.95,114.8,6.30,6.88,5.36877,-5.68,49.68,-999.00,-999.00,-999.00,0,-2.85,-6.88,-7.31,51.04,49.62,48.39,0,89.74,18.8,42.25
62:59:27,2,0.95,114.8,6.20,6.79,5.36972,-5.60,49.67,-999.00,-999.00,-999.00,0,-2.74,-6.81,-7.25,51.05,49.58,48.39,0,89.74,18.8,42.25
63:00:18,2,0.95,115.0,6.20,6.73,5.37072,-5.55,49.70,-999.00,-999.00,-999.00,0,-2.69,-6.76,-7.20,51.06,49.61,48.42,0,89.74,18.8,42.25
63:01:08,2,0.95,115.0,6.30,6.93,5.37168,-5.48,49.70,-999.00,-999.00,-999.00,0,-2.60,-6.68,-7.17,51.06,49.61,48.42,0,89.74,18.8,42.25
63:01:58,2,0.95,115.0,6.30,6.88,5.37263,-5.47,49.71,-999.00,-999.00,-999.00,0,-2.57,-6.68,-7.17,51.06,49.63,48.44,0,89.74,18.8,42.25
63:02:49,2,0.95,115.0,6.20,6.78,5.37358,-5.44,49.73,-999.00,-999.00,-999.00,0,-2.53,-6.65,-7.14,51.09,49.64,48.45,0,89.74,18.8,42.25
63:03:39,2,0.95,115.0,6.30,6.85,5.37452,-5.40,49.73,-999.00,-999.00,-999.00,0,-2.46,-6.62,-7.11,51.08,49.65,48.46,0,89.74,18.8,42.25
63:04:30,2,0.95,115.0,6.30,6.92,5.37554,-5.31,49.74,-999.00,-999.00,-999.00,0,-2.36,-6.52,-7.05,51.09,49.66,48.46,0,89.74,18.8,42.25
63:05:20,2,0.95,115.0,6.30,6.83,5.37649,-5.26,49.75,-999.00,-999.00,-999.00,0,-2.33,-6.49,-6.97,51.11,49.66,48.47,0,89.95,18.8,42.25
63:06:11,2,0.95,115.0,6.20,6.75,5.37744,-5.23,49.77,-999.00,-999.00,-999.00,0,-2.27,-6.48,-6.95,51.15,49.68,48.49,0,89.95,18.8,42.25
63:07:01,2,0.95,115.0,6.30,6.90,5.37838,-5.19,49.79,-999.00,-999.00,-999.00,0,-2.22,-6.44,-6.92,51.20,49.70,48.48,0,89.95,18.8,42.25
63:07:51,2,0.95,115.0,6.30,6.88,5.37933,-5.16,49.78,-999.00,-999.00,-999.00,0,-2.16,-6.39,-6.92,51.19,49.67,48.48,0,89.95,18.8,42.25
63:08:41,2,0.95,115.0,6.20,6.75,5.38028,-5.09,49.82,-999.00,-999.00,-999.00,0,-2.08,-6.33,-6.87,51.20,49.72,48.53,0,89.95,18.8,42.25
63:09:31,2,0.95,115.0,6.20,6.76,5.38122,-5.06,49.83,-999.00,-999.00,-999.00,0,-2.03,-6.33,-6.83,51.21,49.74,48.54,0.84764,89.95,18.8,42.25
63:10:21,2,0.95,115.0,6.30,6.86,5.38216,-5.00,49.84,-999.00,-999.00,-999.00,0,-1.94,-6.30,-6.76,51.23,49.73,48.56,0,89.95,18.8,42.25
63:11:11,2,0.95,115.0,6.30,6.92,5.38312,-4.94,49.85,-999.00,-999.00,-999.00,0,-1.92,-6.19,-6.70,51.20,49.79,48.56,0.84764,89.95,18.8,42.25
63:12:02,2,0.95,115.0,6.30,6.83,5.38414,-4.90,49.88,-999.00,-999.00,-999.00,0,-1.86,-6.16,-6.67,51.23,49.80,48.61,0.84764,89.95,18.8,42.25
63:12:52,2,0.95,115.0,6.20,6.80,5.38508,-4.86,49.88,-999.00,-999.00,-999.00,0,-1.83,-6.13,-6.62,51.23,49.80,48.61,0.84764,89.95,18.7,42.25
63:13:43,2,0.95,115.0,6.40,6.99,5.38604,-4.84,49.94,-999.00,-999.00,-999.00,0,-1.83,-6.08,-6.62,51.28,49.86,48.67,0.84764,89.95,18.7,42.25
63:14:33,2,0.95,115.0,6.30,6.91,5.38701,-4.83,49.92,-999.00,-999.00,-999.00,0,-1.79,-6.08,-6.62,51.26,49.83,48.66,0,89.95,18.7,42.25
63:15:23,2,0.95,115.0,6.30,6.83,5.38796,-4.77,49.91,-999.00,-999.00,-999.00,0,-1.72,-6.05,-6.55,51.26,49.83,48.64,0,89.95,18.7,42.25
63:16:13,2,0.95,115.0,6.20,6.78,5.38890,-4.76,49.94,-999.00,-999.00,-999.00,0,-1.69,-6.03,-6.55,51.28,49.86,48.68,0,89.95,18.7,42.25
63:17:03,2,0.94,115.0,6.30,6.89,5.38984,-4.70,49.95,-999.00,-999.00,-999.00,0,-1.67,-5.94,-6.48,51.28,49.86,48.72,0,89.95,18.6,42.25
63:17:53,2,0.95,114.8,6.30,6.87,5.39080,-4.69,50.00,-999.00,-999.00,-999.00,0,-1.64,-5.94,-6.48,51.34,49.91,48.75,0,89.95,18.7,42.25
63:18:43,2,0.95,114.9,6.20,6.76,5.39181,-4.63,49.99,-999.00,-999.00,-999.00,0,-1.56,-5.90,-6.44,51.34,49.90,48.74,0.84764,89.95,18.7,42.25
63:19:34,2,0.95,114.9,6.20,6.79,5.39275,-4.61,50.01,-999.00,-999.00,-999.00,0,-1.53,-5.86,-6.43,51.35,49.92,48.75,0,89.95,18.7,42.25
63:20:24,2,0.95,114.9,6.30,6.84,5.39369,-4.55,50.01,-999.00,-999.00,-999.00,0,-1.39,-5.85,-6.42,51.37,49.92,48.75,0,89.95,18.7,42.25
63:21:14,2,0.95,114.9,6.30,6.83,5.39464,-4.46,50.01,-999.00,-999.00,-999.00,0,-1.30,-5.77,-6.32,51.36,49.93,48.75,0,89.95,18.7,42.25
63:22:05,2,0.95,114.9,6.20,6.75,5.39558,-4.42,50.04,-999.00,-999.00,-999.00,0,-1.27,-5.69,-6.29,51.38,49.95,48.80,0,89.95,18.7,42.25
63:22:55,2,0.95,114.9,6.20,6.79,5.39651,-4.39,50.07,-999.00,-999.00,-999.00,0,-1.24,-5.67,-6.25,51.39,49.99,48.83,0,89.95,18.6,42.25
63:23:45,2,0.95,114.9,6.30,6.94,5.39746,-4.35,50.08,-999.00,-999.00,-999.00,0,-1.20,-5.64,-6.20,51.40,50.02,48.83,0,89.95,18.6,42.25
63:24:35,2,0.95,114.9,6.30,6.84,5.39849,-4.33,50.11,-999.00,-999.00,-999.00,0,-1.20,-5.61,-6.18,51.42,50.05,48.86,0.84764,90.14,18.6,42.25
63:25:25,2,0.95,114.9,6.20,6.73,5.39943,-4.26,50.13,-999.00,-999.00,-999.00,0,-1.09,-5.56,-6.12,51.46,50.05,48.87,0.84764,90.14,18.6,42.25
63:26:16,2,0.95,114.9,6.30,6.84,5.40037,-4.25,50.14,-999.00,-999.00,-999.00,0,-1.06,-5.56,-6.12,51.47,50.05,48.89,0.84764,90.14,18.6,42.25
63:27:06,2,0.95,114.9,6.30,6.82,5.40131,-4.20,50.13,-999.00,-999.00,-999.00,0,-1.01,-5.52,-6.07,51.44,50.05,48.89,0.84764,90.14,18.6,42.25
63:27:57,2,0.95,114.9,6.20,6.80,5.40226,-4.15,50.17,-999.00,-999.00,-999.00,0,-0.95,-5.45,-6.04,51.48,50.08,48.94,0,90.14,18.6,42.25
63:28:47,2,0.95,114.9,6.20,6.76,5.40320,-4.14,50.17,-999.00,-999.00,-999.00,0,-0.95,-5.45,-6.01,51.50,50.08,48.94,0.84764,90.14,18.6,42.25
63:29:37,2,0.95,114.8,6.30,6.90,5.40414,-4.09,50.19,-999.00,-999.00,-999.00,0,-0.89,-5.38,-5.99,51.54,50.11,48.92,0,90.14,18.6,42.25
63:30:27,2,0.95,114.9,6.30,6.91,5.40510,-4.04,50.19,-999.00,-999.00,-999.00,0,-0.82,-5.36,-5.94,51.56,50.08,48.94,0.84764,90.14,18.6,42.25
63:31:17,2,0.95,114.9,6.30,6.82,5.40605,-3.97,50.18,-999.00,-999.00,-999.00,0,-0.73,-5.31,-5.88,51.51,50.09,48.94,0.84764,90.14,18.6,42.25
63:32:07,2,0.95,115.0,6.20,6.80,5.40705,-3.94,50.21,-999.00,-999.00,-999.00,0,-0.73,-5.24,-5.85,51.52,50.13,48.97,0.84764,90.14,18.6,42.25
63:32:57,2,0.95,115.0,6.40,6.96,5.40801,-3.92,50.26,-999.00,-999.00,-999.00,0,-0.70,-5.20,-5.85,51.56,50.19,49.02,0.84764,90.14,18.6,42.25
63:33:47,2,0.95,115.0,6.30,6.92,5.40897,-3.89,50.22,-999.00,-999.00,-999.00,0,-0.68,-5.18,-5.82,51.51,50.18,48.98,0.84764,90.14,18.7,42.25
63:34:38,2,0.95,115.0,6.30,6.84,5.40992,-3.85,50.26,-999.00,-999.00,-999.00,0,-0.64,-5.15,-5.77,51.56,50.20,49.02,0.84764,90.14,18.7,42.25
63:35:28,2,0.95,115.0,6.30,6.93,5.41087,-3.83,50.26,-999.00,-999.00,-999.00,0,-0.65,-5.12,-5.73,51.56,50.19,49.02,0,90.14,18.7,42.25
63:36:18,2,0.95,115.0,6.40,6.99,5.41184,-3.83,50.26,-999.00,-999.00,-999.00,0,-0.65,-5.12,-5.71,51.57,50.19,49.02,0,90.14,18.7,42.25
63:37:08,2,0.95,115.0,6.30,6.92,5.41281,-3.77,50.30,-999.00,-999.00,-999.00,0,-0.62,-5.04,-5.66,51.60,50.21,49.08,0,90.14,18.7,42.25
63:37:59,2,0.95,114.9,6.30,6.84,5.41383,-3.76,50.26,-999.00,-999.00,-999.00,0,-0.62,-5.02,-5.65,51.56,50.19,49.02,0,89.94,18.7,42.25
63:38:49,2,0.95,115.0,6.40,7.02,5.41478,-3.74,50.30,-999.00,-999.00,-999.00,0,-0.62,-4.99,-5.62,51.61,50.21,49.08,0.84764,89.94,18.7,42.25
63:39:39,2,0.95,114.9,6.40,7.04,5.41576,-3.73,50.31,-999.00,-999.00,-999.00,0,-0.62,-4.98,-5.60,51.64,50.21,49.08,0.84764,89.94,18.7,42.25
63:40:29,2,0.95,114.9,6.30,6.91,5.41672,-3.71,50.32,-999.00,-999.00,-999.00,0,-0.59,-4.95,-5.60,51.67,50.22,49.08,0,89.94,18.7,42.25
63:41:20,2,0.95,114.9,6.30,6.84,5.41768,-3.69,50.34,-999.00,-999.00,-999.00,0,-0.57,-4.93,-5.56,51.67,50.24,49.10,0.84764,89.94,18.7,42.25
63:42:10,2,0.95,114.9,6.40,7.02,5.41864,-3.66,50.36,-999.00,-999.00,-999.00,0,-0.49,-4.93,-5.56,51.70,50.27,49.11,0.84764,89.94,18.7,42.25
63:43:01,2,0.95,114.9,6.40,6.96,5.41961,-3.63,50.36,-999.00,-999.00,-999.00,0,-0.47,-4.87,-5.54,51.70,50.27,49.11,0.84764,89.94,18.7,42.25
63:43:51,2,0.95,115.0,6.30,6.86,5.42064,-3.56,50.40,-999.00,-999.00,-999.00,0,-0.44,-4.77,-5.48,51.74,50.32,49.15,0,89.94,18.7,42.25
63:44:41,2,0.95,114.9,6.40,6.92,5.42159,-3.55,50.40,-999.00,-999.00,-999.00,0,-0.44,-4.78,-5.44,51.70,50.34,49.16,0.84764,89.94,18.7,42.25
63:45:31,2,0.95,114.8,6.40,7.01,5.42255,-3.53,50.40,-999.00,-999.00,-999.00,0,-0.43,-4.73,-5.44,51.71,50.33,49.17,0.84764,89.94,18.7,42.25
63:46:21,2,0.95,114.7,6.40,6.93,5.42352,-3.53,50.44,-999.00,-999.00,-999.00,0,-0.43,-4.73,-5.44,51.74,50.35,49.22,0,89.94,18.7,42.25
63:47:11,2,0.95,114.7,6.30,6.82,5.42447,-3.50,50.41,-999.00,-999.00,-999.00,0,-0.38,-4.70,-5.41,51.70,50.34,49.18,0,89.94,18.7,42.25
63:48:01,2,0.95,114.8,6.40,6.94,5.42542,-3.47,50.43,-999.00,-999.00,-999.00,0,-0.36,-4.66,-5.40,51.74,50.35,49.21,0,89.94,18.7,42.25
63:48:52,2,0.95,115.1,6.40,7.01,5.42639,-3.43,50.44,-999.00,-999.00,-999.00,0,-0.32,-4.62,-5.35,51.75,50.35,49.22,0,89.94,18.6,42.25
63:49:42,2,0.95,115.1,6.30,6.92,5.42736,-3.43,50.47,-999.00,-999.00,-999.00,0,-0.32,-4.62,-5.35,51.75,50.41,49.24,0,89.94,18.6,42.25
63:50:32,2,0.95,115.0,6.30,6.85,5.42832,-3.38,50.47,-999.00,-999.00,-999.00,0,-0.28,-4.57,-5.30,51.78,50.40,49.22,0,89.94,18.6,42.25
63:51:22,2,0.95,115.0,6.40,6.97,5.42935,-3.37,50.49,-999.00,-999.00,-999.00,0,-0.26,-4.56,-5.30,51.83,50.41,49.24,0,89.94,18.6,42.25
63:52:13,2,0.95,115.0,6.40,6.95,5.43031,-3.34,50.48,-999.00,-999.00,-999.00,0,-0.21,-4.54,-5.26,51.78,50.41,49.25,0,89.94,18.5,42.25
63:53:03,2,0.95,115.1,6.30,6.87,5.43127,-3.32,50.51,-999.00,-999.00,-999.00,0,-0.19,-4.51,-5.27,51.83,50.42,49.27,0,89.94,18.5,42.25
63:53:53,2,0.95,115.1,6.30,6.88,5.43222,-3.29,50.49,-999.00,-999.00,-999.00,0,-0.13,-4.49,-5.25,51.83,50.41,49.24,0,90.14,18.5,42.25
63:54:43,2,0.95,115.1,6.40,7.03,5.43319,-3.25,50.53,-999.00,-999.00,-999.00,0,-0.12,-4.43,-5.19,51.83,50.46,49.30,0,90.14,18.5,42.25
63:55:33,2,0.95,115.0,6.30,6.92,5.43415,-3.21,50.55,-999.00,-999.00,-999.00,0,-0.08,-4.38,-5.16,51.83,50.49,49.32,0,90.14,18.5,42.25
63:56:24,2,0.95,115.1,6.30,6.89,5.43511,-3.20,50.58,-999.00,-999.00,-999.00,0,-0.09,-4.37,-5.15,51.89,50.49,49.35,0,90.14,18.5,42.25
63:57:14,2,0.95,115.1,6.40,6.99,5.43607,-3.16,50.58,-999.00,-999.00,-999.00,0,-0.04,-4.32,-5.11,51.86,50.52,49.37,0.84764,90.14,18.5,42.25
63:58:05,2,0.95,115.1,6.40,6.98,5.43711,-3.15,50.60,-999.00,-999.00,-999.00,0,-0.02,-4.32,-5.11,51.89,50.54,49.36,0.84764,90.14,18.5,42.25
63:58:55,2,0.95,115.0,6.30,6.92,5.43807,-3.11,50.60,-999.00,-999.00,-999.00,0,0.01,-4.29,-5.05,51.89,50.53,49.37,0,90.14,18.5,42.25
63:59:45,2,0.95,115.0,6.30,6.86,5.43903,-3.12,50.60,-999.00,-999.00,-999.00,0,-0.00,-4.29,-5.06,51.89,50.54,49.38,0,90.14,18.5,42.25
64:00:35,2,0.95,115.0,6.40,6.96,5.43999,-3.06,50.60,-999.00,-999.00,-999.00,0,0.09,-4.25,-5.02,51.89,50.54,49.37,0,90.14,18.5,42.25
64:01:25,2,0.95,115.0,6.30,6.83,5.44094,-3.02,50.63,-999.00,-999.00,-999.00,0,0.17,-4.24,-5.00,51.91,50.59,49.38,0.84764,90.14,18.5,42.25
64:02:16,2,0.95,115.1,6.40,6.94,5.44190,-3.01,50.60,-999.00,-999.00,-999.00,0,0.13,-4.18,-4.97,51.89,50.54,49.38,0,90.14,18.4,42.25
64:03:06,2,0.95,115.1,6.30,6.87,5.44285,-2.97,50.65,-999.00,-999.00,-999.00,0,0.16,-4.14,-4.94,51.91,50.60,49.43,0.84764,90.14,18.4,42.25
64:03:56,2,0.95,115.0,6.40,7.02,5.44388,-2.98,50.65,-999.00,-999.00,-999.00,0,0.12,-4.13,-4.93,51.96,50.60,49.39,0,90.14,18.4,42.25
64:04:47,2,0.95,115.0,6.50,7.06,5.44486,-2.95,50.67,-999.00,-999.00,-999.00,0,0.13,-4.10,-4.89,51.97,50.60,49.43,0,90.14,18.4,42.25
64:05:37,2,0.95,115.1,6.40,6.96,5.44584,-2.96,50.70,-999.00,-999.00,-999.00,0,0.11,-4.10,-4.88,52.02,50.63,49.45,0,90.14,18.4,42.25
64:06:27,2,0.95,115.1,6.40,7.01,5.44680,-2.95,50.68,-999.00,-999.00,-999.00,0,0.12,-4.10,-4.86,51.98,50.61,49.44,0,90.14,18.4,42.25
64:07:17,2,0.95,115.1,6.50,7.15,5.44778,-2.91,50.71,-999.00,-999.00,-999.00,0,0.15,-4.05,-4.82,52.02,50.63,49.49,0,90.14,18.4,42.25
64:08:07,2,0.95,115.1,6.40,7.04,5.44877,-2.91,50.68,-999.00,-999.00,-999.00,0,0.17,-4.05,-4.85,51.98,50.61,49.44,0.84764,90.14,18.4,42.25
64:08:58,2,0.95,115.1,6.40,6.98,5.44974,-2.89,50.71,-999.00,-999.00,-999.00,0,0.14,-3.99,-4.81,52.02,50.63,49.49,0.84764,90.14,18.4,42.25
64:09:09,4,1.00,115.1,26.50,30.48,5.45039,-2.87,50.71,-999.00,-999.00,-999.00,0,0.16,-3.99,-4.78,52.02,50.63,49.49,0.84764,90.14,18.4,42.25
64:09:15,4,1.00,115.1,26.50,30.48,5.45039,-2.87,50.71,-999.00,-999.00,-999.00,0,0.16,-3.99,-4.78,52.02,50.63,49.49,0.84764,90.14,18.4,42.25
64:09:15,4,1.00,115.1,26.50,30.48,5.45039,-2.87,50.71,-999.00,-999.00,-999.00,0,0.16,-3.99,-4.78,52.02,50.63,49.49,0.84764,90.14,18.4,42.25
64:10:05,4,1.00,115.0,26.50,30.40,5.45460,-2.81,50.75,-999.00,-999.00,-999.00,0,0.25,-3.94,-4.75,52.05,50.68,49.52,0,90.14,18.4,42.25
64:10:55,4,1.00,115.0,26.50,30.40,5.45882,-2.73,50.78,-999.00,-999.00,-999.00,0,0.39,-3.88,-4.69,52.04,50.74,49.57,0.84764,90.14,18.5,42.25
64:11:45,4,1.00,115.0,26.50,30.39,5.46303,-2.67,50.84,-999.00,-999.00,-999.00,0,0.50,-3.85,-4.67,52.10,50.76,49.65,0,90.14,18.5,42.25
64:12:35,4,1.00,115.0,26.40,30.37,5.46723,-2.59,50.82,-999.00,-999.00,-999.00,0,0.64,-3.79,-4.61,52.05,50.76,49.65,0,90.14,18.5,42.25
64:13:25,4,1.00,115.0,26.40,30.36,5.47174,-2.49,50.90,-999.00,-999.00,-999.00,0,0.80,-3.71,-4.57,52.11,50.82,49.76,0,90.14,18.5,42.25
64:14:16,4,1.00,115.0,26.40,30.35,5.47595,-2.38,50.93,-999.00,-999.00,-999.00,0,0.99,-3.61,-4.53,52.16,50.85,49.79,0.84764,90.14,18.5,42.25
64:15:06,4,1.00,115.1,26.40,30.34,5.48015,-2.27,50.94,-999.00,-999.00,-999.00,0,1.15,-3.51,-4.44,52.14,50.85,49.84,0,90.14,18.6,42.25
64:15:57,4,1.00,115.0,26.40,30.32,5.48436,-2.14,50.99,-999.00,-999.00,-999.00,0,1.32,-3.41,-4.32,52.18,50.90,49.90,0.84764,90.14,18.6,42.25
64:16:47,4,1.00,115.1,26.40,30.32,5.48856,-1.99,51.00,-999.00,-999.00,-999.00,0,1.51,-3.25,-4.23,52.16,50.90,49.93,0.84764,89.94,18.6,42.25
64:17:37,4,1.00,115.1,26.40,30.31,5.49276,-1.87,51.04,-999.00,-999.00,-999.00,0,1.65,-3.14,-4.12,52.19,50.96,49.98,0.84764,89.94,18.6,42.25
64:18:27,4,1.00,115.0,26.40,30.30,5.49696,-1.70,51.08,-999.00,-999.00,-999.00,0,1.85,-2.97,-3.98,52.24,50.96,50.04,0,89.94,18.6,42.25
64:19:17,4,1.00,115.0,26.40,30.27,5.50116,-1.54,51.12,-999.00,-999.00,-999.00,0,2.04,-2.80,-3.87,52.30,50.98,50.09,0,89.94,18.6,42.25
