0:00:00,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,TC1,TC2,HAUXINPUT,ROOMTEMP,HUMIDITY
0:00:00,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Freezer,Fresh Food,Ambient,Frez Door,Cab Door,Def/Rec Time,FC,FF,Current Leakage (mA),RoomTemp,Humidity
0:00:00,1,0.05,115.2,0.30,0.02,0.00000,7.90,42.22,-999.00,-999.00,-999.00,0,7.90,42.22,0.10351,78.49,80.7
0:00:00,1,0.05,115.2,0.30,0.02,0,7.90,42.22,-999.00,-999.00,-999.00,0,7.90,42.22,0.10351,78.49,80.7
0:00:00,1,0.05,115.2,0.30,0.02,0,7.90,42.22,-999.00,-999.00,-999.00,0,7.90,42.22,0.10351,78.49,80.7
0:00:00,1,0.05,115.2,0.30,0.02,0,7.90,42.22,-999.00,-999.00,-999.00,0,7.90,42.22,0.10351,78.49,80.7
0:00:50,1,0.05,115.2,0.30,0.02,0.00002,8.57,42.96,-999.00,-999.00,-999.00,0,8.57,42.96,0.10351,79.09,80.5
0:01:04,2,0.99,115.1,9.20,10.41,0.00035,8.75,43.08,-999.00,-999.00,-999.00,0,8.75,43.08,0.10271,79.49,79.8
0:01:10,2,0.98,115.1,9.20,10.41,0.00035,8.75,43.08,-999.00,-999.00,-999.00,0,8.75,43.08,0.10271,79.49,79.8
0:01:10,2,0.98,115.1,9.20,10.41,0.00035,8.75,43.08,-999.00,-999.00,-999.00,0,8.75,43.08,0.10271,79.49,79.8
0:02:00,2,0.98,114.9,8.60,9.72,0.00177,9.56,43.12,-999.00,-999.00,-999.00,0,9.56,43.12,0.10191,80.08,76.4
0:02:50,2,0.98,115.1,8.20,9.18,0.00307,10.14,43.13,-999.00,-999.00,-999.00,0,10.14,43.13,0.10271,80.68,75.4
0:03:41,2,0.98,114.9,8.10,9.14,0.00434,10.47,43.04,-999.00,-999.00,-999.00,0,10.47,43.04,0.10191,81.27,75.4
0:04:31,2,0.98,114.9,8.10,9.11,0.00560,10.66,42.97,-999.00,-999.00,-999.00,0,10.66,42.97,0.10191,81.87,75.2
0:05:21,2,0.98,114.9,8.10,9.03,0.00695,10.73,42.89,-999.00,-999.00,-999.00,0,10.73,42.89,0.10191,82.46,74.4
0:06:11,2,0.98,114.9,8.00,9.01,0.00820,10.67,42.72,-999.00,-999.00,-999.00,0,10.67,42.72,0.10191,82.86,73.7
0:07:01,2,0.98,114.9,8.00,8.98,0.00944,10.54,42.57,-999.00,-999.00,-999.00,0,10.54,42.57,0.10271,83.25,71.4
0:07:52,2,0.98,114.9,8.00,8.97,0.01068,10.35,42.42,-999.00,-999.00,-999.00,0,10.35,42.42,0.10191,83.85,71.8
0:08:01,2,0.98,114.9,8.00,8.96,0.01086,10.30,42.36,-999.00,-999.00,-999.00,0,10.30,42.36,0.10191,83.85,72.0
0:08:01,2,0.98,114.9,8.00,8.96,0.01086,10.30,42.36,-999.00,-999.00,-999.00,0,10.30,42.36,0.10191,83.85,72.0
0:08:01,2,0.98,114.9,8.00,8.96,0.01086,10.30,42.36,-999.00,-999.00,-999.00,0,10.30,42.36,0.10191,83.85,72.0
0:08:51,2,0.98,114.9,8.00,8.96,0.01221,10.10,42.96,-999.00,-999.00,-999.00,0,10.10,42.96,0.10271,84.05,72.2
0:09:41,2,0.98,115.0,8.00,9.05,0.01345,9.85,42.98,-999.00,-999.00,-999.00,0,9.85,42.98,0.10191,84.44,71.6
0:10:31,2,0.98,115.0,8.10,9.07,0.01471,9.59,42.97,-999.00,-999.00,-999.00,0,9.59,42.97,0.10191,84.64,72.1
0:11:21,2,0.98,114.9,8.10,9.05,0.01596,9.31,42.85,-999.00,-999.00,-999.00,0,9.31,42.85,0.10191,84.84,72.1
0:12:12,2,0.98,114.9,8.00,9.04,0.01722,9.02,42.76,-999.00,-999.00,-999.00,0,9.02,42.76,0.10191,85.04,70.3
0:13:02,2,0.98,114.9,8.00,9.05,0.01847,8.76,42.64,-999.00,-999.00,-999.00,0,8.76,42.64,0.10191,85.24,69.6
0:13:52,2,0.98,114.9,8.00,9.02,0.01972,8.50,42.47,-999.00,-999.00,-999.00,0,8.50,42.47,0.10191,85.44,70.1
0:14:42,2,0.98,115.0,8.00,9.04,0.02106,8.24,42.35,-999.00,-999.00,-999.00,0,8.24,42.35,0.10271,85.64,71.0
0:15:33,2,0.98,115.0,8.00,9.01,0.02231,7.96,42.22,-999.00,-999.00,-999.00,0,7.96,42.22,0.10271,85.83,71.1
0:16:23,2,0.98,115.0,8.00,9.00,0.02357,7.68,42.44,-999.00,-999.00,-999.00,0,7.68,42.44,0.10191,85.83,70.9
0:17:13,2,0.98,115.0,8.00,9.02,0.02482,7.46,42.78,-999.00,-999.00,-999.00,0,7.46,42.78,0.10191,86.03,69.2
0:18:04,2,0.98,115.0,8.00,9.05,0.02607,7.15,42.70,-999.00,-999.00,-999.00,0,7.15,42.70,0.10191,86.23,69.6
0:18:54,2,0.98,114.9,8.00,9.06,0.02732,6.92,42.63,-999.00,-999.00,-999.00,0,6.92,42.63,0.10271,86.23,70.4
0:19:44,2,0.98,114.9,8.00,9.01,0.02857,6.67,42.57,-999.00,-999.00,-999.00,0,6.67,42.57,0.10271,86.43,70.7
0:20:34,2,0.98,114.9,8.00,8.99,0.02982,6.48,42.48,-999.00,-999.00,-999.00,0,6.48,42.48,0.10191,86.43,71.0
0:21:24,2,0.98,115.0,8.00,8.99,0.03115,6.19,42.31,-999.00,-999.00,-999.00,0,6.19,42.31,0.10191,86.63,70.7
0:22:15,2,0.98,115.1,8.00,8.98,0.03240,5.96,42.14,-999.00,-999.00,-999.00,0,5.96,42.14,0.10191,86.63,69.2
0:23:05,2,0.98,115.2,8.00,8.98,0.03364,5.73,42.02,-999.00,-999.00,-999.00,0,5.73,42.02,0.10191,86.83,68.8
0:23:55,2,0.98,114.9,7.90,8.94,0.03488,5.52,41.92,-999.00,-999.00,-999.00,0,5.52,41.92,0.10191,86.83,69.9
0:24:45,2,0.98,114.8,8.00,8.96,0.03614,5.32,42.74,-999.00,-999.00,-999.00,0,5.32,42.74,0.10191,87.02,70.4
0:25:35,2,0.98,114.8,8.00,8.98,0.03738,5.12,42.75,-999.00,-999.00,-999.00,0,5.12,42.75,0.10191,87.02,70.0
0:26:26,2,0.98,114.9,8.00,9.00,0.03862,4.93,42.68,-999.00,-999.00,-999.00,0,4.93,42.68,0.10191,87.22,69.8
0:27:16,2,0.98,114.9,8.00,8.99,0.03987,4.71,42.57,-999.00,-999.00,-999.00,0,4.71,42.57,0.10191,87.22,68.7
0:28:06,2,0.98,114.9,8.00,8.98,0.04111,4.55,42.47,-999.00,-999.00,-999.00,0,4.55,42.47,0.10191,87.22,68.6
0:28:57,2,0.98,114.9,8.00,8.98,0.04244,4.35,42.34,-999.00,-999.00,-999.00,0,4.35,42.34,0.10191,87.42,69.4
0:29:47,2,0.98,114.9,8.00,8.95,0.04368,4.16,42.20,-999.00,-999.00,-999.00,0,4.16,42.20,0.10191,87.42,70.2
0:30:37,2,0.98,114.9,7.90,8.94,0.04492,3.96,42.02,-999.00,-999.00,-999.00,0,3.96,42.02,0.10191,87.42,70.7
0:31:27,2,0.98,114.9,7.90,8.92,0.04616,3.80,41.87,-999.00,-999.00,-999.00,0,3.80,41.87,0.10191,87.42,70.1
0:32:04,2,0.98,115.0,7.90,8.91,0.04704,3.67,41.79,-999.00,-999.00,-999.00,0,3.67,41.79,0.10191,87.62,69.1
0:32:04,2,0.98,115.0,7.90,8.91,0.04704,3.67,41.79,-999.00,-999.00,-999.00,0,3.67,41.79,0.10191,87.62,69.1
0:32:04,2,0.98,115.0,7.90,8.91,0.04704,3.67,41.79,-999.00,-999.00,-999.00,0,3.67,41.79,0.10191,87.62,69.1
0:32:54,2,0.98,115.0,8.40,9.45,0.04834,5.12,42.42,-999.00,-999.00,-999.00,0,5.12,42.42,0.10191,87.62,68.7
0:33:44,2,0.98,114.9,8.30,9.31,0.04973,5.32,42.42,-999.00,-999.00,-999.00,0,5.32,42.42,0.10271,87.62,67.6
0:34:34,2,0.98,115.0,8.20,9.26,0.05102,5.43,42.36,-999.00,-999.00,-999.00,0,5.43,42.36,0.10191,87.82,68.4
0:35:25,2,0.98,114.9,8.20,9.21,0.05230,5.46,42.28,-999.00,-999.00,-999.00,0,5.46,42.28,0.10271,87.82,69.5
0:36:15,2,0.98,114.9,8.10,9.17,0.05357,5.45,42.20,-999.00,-999.00,-999.00,0,5.45,42.20,0.10191,87.82,69.7
0:37:05,2,0.98,114.9,8.10,9.14,0.05483,5.46,42.10,-999.00,-999.00,-999.00,0,5.46,42.10,0.10191,87.82,68.4
0:37:55,2,0.98,114.9,8.10,9.09,0.05610,5.34,41.96,-999.00,-999.00,-999.00,0,5.34,41.96,0.10271,88.02,68.0
0:38:46,2,0.98,114.9,8.00,9.06,0.05735,5.26,41.82,-999.00,-999.00,-999.00,0,5.26,41.82,0.10191,88.02,68.3
0:39:36,2,0.98,114.9,8.00,9.04,0.05861,5.12,41.66,-999.00,-999.00,-999.00,0,5.12,41.66,0.10191,88.02,69.4
0:40:05,2,0.98,115.0,8.00,9.05,0.05941,5.01,41.60,-999.00,-999.00,-999.00,0,5.01,41.60,0.10271,88.02,69.5
0:40:05,2,0.98,115.0,8.00,9.05,0.05941,5.01,41.60,-999.00,-999.00,-999.00,0,5.01,41.60,0.10271,88.02,69.5
0:40:05,2,0.98,115.0,8.00,9.05,0.05941,5.01,41.60,-999.00,-999.00,-999.00,0,5.01,41.60,0.10271,88.02,69.5
0:40:55,2,0.98,115.0,8.00,9.05,0.06068,4.88,42.35,-999.00,-999.00,-999.00,0,4.88,42.35,0.10271,88.02,70.0
0:41:45,2,0.98,114.9,8.00,9.06,0.06193,4.74,42.36,-999.00,-999.00,-999.00,0,4.74,42.36,0.10271,88.21,68.4
0:42:35,2,0.98,114.9,8.00,9.06,0.06319,4.56,42.28,-999.00,-999.00,-999.00,0,4.56,42.28,0.10191,88.21,67.6
0:43:25,2,0.98,114.9,8.00,9.04,0.06444,4.45,42.23,-999.00,-999.00,-999.00,0,4.45,42.23,0.10271,88.21,68.0
0:44:16,2,0.98,114.9,8.00,9.04,0.06569,4.28,42.12,-999.00,-999.00,-999.00,0,4.28,42.12,0.10191,88.21,69.2
0:45:06,2,0.98,114.9,8.00,9.02,0.06694,4.09,42.01,-999.00,-999.00,-999.00,0,4.09,42.01,0.10191,88.21,69.8
0:45:57,2,0.98,114.9,8.00,9.00,0.06827,3.92,41.87,-999.00,-999.00,-999.00,0,3.92,41.87,0.10191,88.41,70.0
0:46:47,2,0.98,114.9,8.00,8.97,0.06953,3.75,41.71,-999.00,-999.00,-999.00,0,3.75,41.71,0.10191,88.41,68.9
0:47:38,2,0.98,114.9,8.00,8.96,0.07077,3.56,41.53,-999.00,-999.00,-999.00,0,3.56,41.53,0.10191,88.41,68.3
0:48:28,2,0.98,114.9,8.00,8.95,0.07202,3.38,41.88,-999.00,-999.00,-999.00,0,3.38,41.88,0.10191,88.41,68.0
0:49:18,2,0.98,114.9,8.00,8.98,0.07326,3.25,42.14,-999.00,-999.00,-999.00,0,3.25,42.14,0.10191,88.61,68.4
0:50:08,2,0.98,114.9,8.00,9.00,0.07451,3.13,42.09,-999.00,-999.00,-999.00,0,3.13,42.09,0.10271,88.61,69.0
0:50:58,2,0.98,114.9,8.00,9.00,0.07575,2.99,42.06,-999.00,-999.00,-999.00,0,2.99,42.06,0.10191,88.61,69.6
0:51:49,2,0.98,115.0,8.00,8.98,0.07700,2.82,41.96,-999.00,-999.00,-999.00,0,2.82,41.96,0.10191,88.61,68.7
0:52:39,2,0.98,114.9,8.00,8.96,0.07833,2.73,41.88,-999.00,-999.00,-999.00,0,2.73,41.88,0.10191,88.61,68.0
0:53:29,2,0.98,114.9,8.00,8.97,0.07957,2.59,41.78,-999.00,-999.00,-999.00,0,2.59,41.78,0.10191,88.81,67.8
0:54:19,2,0.98,114.9,7.90,8.93,0.08081,2.49,41.63,-999.00,-999.00,-999.00,0,2.49,41.63,0.10271,88.81,67.5
0:55:09,2,0.98,114.9,7.90,8.92,0.08204,2.39,41.46,-999.00,-999.00,-999.00,0,2.39,41.46,0.10191,88.81,68.0
0:55:59,2,0.98,114.9,7.90,8.92,0.08328,2.29,41.30,-999.00,-999.00,-999.00,0,2.29,41.30,0.10271,88.81,68.5
0:56:50,2,0.98,114.9,7.90,8.92,0.08453,2.19,42.06,-999.00,-999.00,-999.00,0,2.19,42.06,0.10191,88.81,68.4
0:57:40,2,0.98,114.9,8.00,8.95,0.08577,2.14,42.09,-999.00,-999.00,-999.00,0,2.14,42.09,0.10191,88.81,67.2
0:58:31,2,0.98,114.9,8.00,8.96,0.08701,2.04,42.06,-999.00,-999.00,-999.00,0,2.04,42.06,0.10191,89.01,67.2
0:59:21,2,0.98,114.9,8.00,8.95,0.08834,1.94,41.98,-999.00,-999.00,-999.00,0,1.94,41.98,0.10271,89.01,68.1
1:00:11,2,0.98,114.9,8.00,8.96,0.08958,1.87,41.92,-999.00,-999.00,-999.00,0,1.87,41.92,0.10191,89.01,69.1
1:01:01,2,0.98,115.0,7.90,8.96,0.09082,1.77,41.82,-999.00,-999.00,-999.00,0,1.77,41.82,0.10271,89.01,69.3
1:01:52,2,0.98,114.9,7.90,8.93,0.09205,1.76,41.68,-999.00,-999.00,-999.00,0,1.76,41.68,0.10191,89.01,68.5
1:02:42,2,0.98,114.9,7.90,8.91,0.09329,1.67,41.54,-999.00,-999.00,-999.00,0,1.67,41.54,0.10191,89.01,67.8
1:03:32,2,0.98,114.9,7.90,8.91,0.09452,1.58,41.38,-999.00,-999.00,-999.00,0,1.58,41.38,0.10191,89.01,67.6
1:04:08,2,0.98,114.9,7.90,8.89,0.09540,1.55,41.26,-999.00,-999.00,-999.00,0,1.55,41.26,0.10191,89.01,67.4
1:04:08,2,0.98,114.9,7.90,8.89,0.09540,1.55,41.26,-999.00,-999.00,-999.00,0,1.55,41.26,0.10191,89.01,67.4
1:04:08,2,0.98,114.9,7.90,8.89,0.09540,1.55,41.26,-999.00,-999.00,-999.00,0,1.55,41.26,0.10191,89.01,67.4
1:04:59,2,0.98,114.9,8.40,9.45,0.09680,3.11,42.01,-999.00,-999.00,-999.00,0,3.11,42.01,0.10191,89.01,67.4
1:05:49,2,0.98,114.9,8.30,9.32,0.09810,3.40,42.01,-999.00,-999.00,-999.00,0,3.40,42.01,0.10271,89.21,67.6
1:06:39,2,0.98,114.9,8.20,9.26,0.09938,3.60,42.01,-999.00,-999.00,-999.00,0,3.60,42.01,0.10191,89.21,67.5
1:07:29,2,0.98,114.9,8.20,9.20,0.10066,3.75,41.93,-999.00,-999.00,-999.00,0,3.75,41.93,0.10191,89.21,67.2
1:08:20,2,0.98,114.9,8.10,9.18,0.10194,3.83,41.85,-999.00,-999.00,-999.00,0,3.83,41.85,0.10271,89.21,67.1
1:09:10,2,0.98,114.9,8.10,9.16,0.10320,3.91,41.79,-999.00,-999.00,-999.00,0,3.91,41.79,0.10191,89.21,67.4
1:10:00,2,0.98,115.0,8.10,9.11,0.10446,3.89,41.63,-999.00,-999.00,-999.00,0,3.89,41.63,0.10191,89.21,68.1
1:10:50,2,0.98,115.0,8.10,9.09,0.10582,3.86,41.51,-999.00,-999.00,-999.00,0,3.86,41.51,0.10191,89.21,68.6
1:11:41,2,0.98,115.0,8.00,9.06,0.10707,3.82,41.34,-999.00,-999.00,-999.00,0,3.82,41.34,0.10191,89.21,68.0
1:12:09,2,0.98,115.0,8.00,9.05,0.10779,3.79,41.27,-999.00,-999.00,-999.00,0,3.79,41.27,0.10191,89.21,68.0
1:12:09,2,0.98,115.0,8.00,9.05,0.10779,3.79,41.27,-999.00,-999.00,-999.00,0,3.79,41.27,0.10191,89.21,68.0
1:12:09,2,0.98,115.0,8.00,9.05,0.10779,3.79,41.27,-999.00,-999.00,-999.00,0,3.79,41.27,0.10191,89.21,68.0
1:12:59,2,0.98,115.0,8.00,9.06,0.10906,3.68,42.15,-999.00,-999.00,-999.00,0,3.68,42.15,0.10271,89.21,67.0
1:13:49,2,0.98,114.9,8.10,9.08,0.11031,3.61,42.23,-999.00,-999.00,-999.00,0,3.61,42.23,0.10191,89.21,66.8
1:14:40,2,0.98,114.9,8.00,9.07,0.11157,3.50,42.16,-999.00,-999.00,-999.00,0,3.50,42.16,0.10191,89.40,66.1
1:15:30,2,0.98,114.9,8.00,9.06,0.11283,3.39,42.08,-999.00,-999.00,-999.00,0,3.39,42.08,0.10271,89.40,66.1
1:16:21,2,0.98,114.9,8.00,9.05,0.11408,3.29,42.02,-999.00,-999.00,-999.00,0,3.29,42.02,0.10191,89.40,65.8
1:17:11,2,0.98,114.9,8.00,9.04,0.11533,3.19,41.93,-999.00,-999.00,-999.00,0,3.19,41.93,0.10191,89.40,65.8
1:18:01,2,0.98,114.9,8.00,9.01,0.11667,3.05,41.80,-999.00,-999.00,-999.00,0,3.05,41.80,0.10271,89.40,65.6
1:18:51,2,0.98,114.9,8.00,8.99,0.11791,2.98,41.68,-999.00,-999.00,-999.00,0,2.98,41.68,0.10271,89.40,65.8
1:19:42,2,0.98,114.9,8.00,8.97,0.11916,2.82,41.49,-999.00,-999.00,-999.00,0,2.82,41.49,0.10271,89.40,66.7
1:20:32,2,0.98,115.0,8.00,8.97,0.12041,2.75,42.28,-999.00,-999.00,-999.00,0,2.75,42.28,0.10191,89.40,66.3
1:21:22,2,0.98,115.0,8.00,8.99,0.12166,2.60,42.51,-999.00,-999.00,-999.00,0,2.60,42.51,0.10191,89.40,65.5
1:22:12,2,0.98,114.9,8.00,9.02,0.12291,2.46,42.47,-999.00,-999.00,-999.00,0,2.46,42.47,0.10271,89.40,64.9
1:23:02,2,0.98,114.9,8.00,9.01,0.12416,2.38,42.42,-999.00,-999.00,-999.00,0,2.38,42.42,0.10271,89.60,65.0
1:23:53,2,0.98,114.9,8.00,9.00,0.12549,2.30,42.36,-999.00,-999.00,-999.00,0,2.30,42.36,0.10191,89.60,65.0
1:24:43,2,0.98,115.0,8.00,9.01,0.12674,2.18,42.23,-999.00,-999.00,-999.00,0,2.18,42.23,0.10191,89.60,64.6
1:25:33,2,0.98,115.0,8.00,9.00,0.12798,2.07,42.13,-999.00,-999.00,-999.00,0,2.07,42.13,0.10271,89.60,65.2
1:26:24,2,0.98,115.0,8.00,8.98,0.12923,1.99,42.01,-999.00,-999.00,-999.00,0,1.99,42.01,0.10191,89.60,65.6
1:27:14,2,0.98,115.0,7.90,8.95,0.13047,1.84,41.80,-999.00,-999.00,-999.00,0,1.84,41.80,0.10271,89.60,65.0
1:28:04,2,0.98,115.0,7.90,8.92,0.13170,1.76,41.61,-999.00,-999.00,-999.00,0,1.76,41.61,0.10191,89.80,64.8
1:28:54,2,0.98,114.8,7.90,8.94,0.13296,1.67,42.46,-999.00,-999.00,-999.00,0,1.67,42.46,0.10271,89.80,64.5
1:29:45,2,0.98,114.9,8.00,8.98,0.13420,1.58,42.49,-999.00,-999.00,-999.00,0,1.58,42.49,0.10191,89.80,63.7
1:30:35,2,0.98,114.9,8.00,8.98,0.13544,1.50,42.42,-999.00,-999.00,-999.00,0,1.50,42.42,0.10271,89.80,63.8
1:31:25,2,0.98,114.9,8.00,8.98,0.13677,1.43,42.36,-999.00,-999.00,-999.00,0,1.43,42.36,0.10191,89.80,63.8
1:32:15,2,0.98,114.9,8.00,8.97,0.13801,1.36,42.26,-999.00,-999.00,-999.00,0,1.36,42.26,0.10191,89.80,63.4
1:33:05,2,0.98,114.9,8.00,8.96,0.13925,1.31,42.18,-999.00,-999.00,-999.00,0,1.31,42.18,0.10191,89.80,63.6
1:33:55,2,0.98,114.9,7.90,8.94,0.14050,1.25,42.05,-999.00,-999.00,-999.00,0,1.25,42.05,0.10191,89.80,63.4
1:34:46,2,0.98,114.9,7.90,8.93,0.14173,1.20,41.87,-999.00,-999.00,-999.00,0,1.20,41.87,0.10191,89.80,63.0
1:35:36,2,0.98,114.9,7.90,8.91,0.14297,1.17,41.68,-999.00,-999.00,-999.00,0,1.17,41.68,0.10191,89.80,63.3
1:36:12,2,0.98,114.9,7.90,8.90,0.14385,1.11,41.56,-999.00,-999.00,-999.00,0,1.11,41.56,0.10271,89.80,63.1
1:36:12,2,0.98,114.9,7.90,8.90,0.14385,1.11,41.56,-999.00,-999.00,-999.00,0,1.11,41.56,0.10271,89.80,63.1
1:36:12,2,0.98,114.9,7.90,8.90,0.14385,1.11,41.56,-999.00,-999.00,-999.00,0,1.11,41.56,0.10271,89.80,63.1
1:37:02,2,0.98,114.9,8.40,9.43,0.14514,2.59,42.55,-999.00,-999.00,-999.00,0,2.59,42.55,0.10271,89.80,63.0
1:37:52,2,0.98,115.0,8.20,9.30,0.14653,2.89,42.52,-999.00,-999.00,-999.00,0,2.89,42.52,0.10271,89.80,62.3
1:38:42,2,0.98,114.9,8.20,9.24,0.14781,3.12,42.48,-999.00,-999.00,-999.00,0,3.12,42.48,0.10191,89.80,62.3
1:39:33,2,0.98,114.9,8.20,9.21,0.14909,3.27,42.42,-999.00,-999.00,-999.00,0,3.27,42.42,0.10191,89.80,62.0
1:40:23,2,0.98,114.9,8.10,9.18,0.15036,3.37,42.34,-999.00,-999.00,-999.00,0,3.37,42.34,0.10271,89.80,62.2
1:41:13,2,0.98,114.9,8.10,9.13,0.15163,3.42,42.20,-999.00,-999.00,-999.00,0,3.42,42.20,0.10271,89.80,61.9
1:42:03,2,0.98,114.9,8.10,9.11,0.15290,3.43,42.08,-999.00,-999.00,-999.00,0,3.43,42.08,0.10271,89.80,62.1
1:42:53,2,0.98,115.0,8.10,9.08,0.15415,3.42,41.92,-999.00,-999.00,-999.00,0,3.42,41.92,0.10191,89.80,62.0
1:43:43,2,0.98,114.9,8.00,9.04,0.15541,3.37,41.73,-999.00,-999.00,-999.00,0,3.37,41.73,0.10191,89.80,61.8
1:44:13,2,0.98,114.9,8.00,9.03,0.15621,3.35,41.65,-999.00,-999.00,-999.00,0,3.35,41.65,0.10271,89.80,61.7
1:44:13,2,0.98,114.9,8.00,9.03,0.15621,3.35,41.65,-999.00,-999.00,-999.00,0,3.35,41.65,0.10271,89.80,61.7
1:44:13,2,0.98,114.9,8.00,9.03,0.15621,3.35,41.65,-999.00,-999.00,-999.00,0,3.35,41.65,0.10271,89.80,61.7
1:45:03,2,0.98,115.0,8.00,9.05,0.15748,3.28,42.57,-999.00,-999.00,-999.00,0,3.28,42.57,0.10271,89.80,61.6
1:45:53,2,0.98,114.9,8.00,9.05,0.15874,3.18,42.59,-999.00,-999.00,-999.00,0,3.18,42.59,0.10271,89.80,61.2
1:46:44,2,0.98,115.0,8.00,9.05,0.15999,3.15,42.50,-999.00,-999.00,-999.00,0,3.15,42.50,0.10191,89.80,61.1
1:47:34,2,0.98,114.9,8.00,9.05,0.16124,3.04,42.47,-999.00,-999.00,-999.00,0,3.04,42.47,0.10271,89.80,61.0
1:48:24,2,0.98,114.9,8.00,9.01,0.16249,2.95,42.35,-999.00,-999.00,-999.00,0,2.95,42.35,0.10191,90.00,60.9
1:49:15,2,0.98,114.9,8.00,9.00,0.16374,2.84,42.23,-999.00,-999.00,-999.00,0,2.84,42.23,0.10191,90.00,61.0
1:50:05,2,0.98,115.0,8.00,9.01,0.16508,2.72,42.09,-999.00,-999.00,-999.00,0,2.72,42.09,0.10191,90.00,61.0
1:50:55,2,0.98,115.0,8.00,8.99,0.16632,2.60,41.92,-999.00,-999.00,-999.00,0,2.60,41.92,0.10271,90.00,61.0
1:51:45,2,0.98,115.0,8.00,8.96,0.16757,2.51,41.75,-999.00,-999.00,-999.00,0,2.51,41.75,0.10271,90.00,61.1
1:52:35,2,0.98,115.0,7.90,8.94,0.16882,2.38,42.37,-999.00,-999.00,-999.00,0,2.38,42.37,0.10191,90.00,61.1
1:53:25,2,0.98,115.0,8.00,8.97,0.17006,2.27,42.64,-999.00,-999.00,-999.00,0,2.27,42.64,0.10271,90.00,60.8
1:54:15,2,0.98,115.0,8.00,8.98,0.17130,2.18,42.62,-999.00,-999.00,-999.00,0,2.18,42.62,0.10271,90.00,60.8
1:55:06,2,0.98,115.0,8.00,8.97,0.17255,2.07,42.56,-999.00,-999.00,-999.00,0,2.07,42.56,0.10271,90.00,60.8
1:55:56,2,0.98,114.9,8.00,8.97,0.17379,1.95,42.47,-999.00,-999.00,-999.00,0,1.95,42.47,0.10191,90.00,60.8
1:56:47,2,0.98,115.0,8.00,8.97,0.17512,1.86,42.36,-999.00,-999.00,-999.00,0,1.86,42.36,0.10271,90.00,60.8
1:57:37,2,0.98,115.0,7.90,8.95,0.17636,1.76,42.23,-999.00,-999.00,-999.00,0,1.76,42.23,0.10271,90.00,60.9
1:58:27,2,0.98,115.0,7.90,8.95,0.17760,1.69,42.06,-999.00,-999.00,-999.00,0,1.69,42.06,0.10271,90.00,60.9
1:59:18,2,0.98,115.0,7.90,8.93,0.17884,1.57,41.89,-999.00,-999.00,-999.00,0,1.57,41.89,0.10271,90.00,60.9
2:00:08,2,0.98,115.0,7.90,8.90,0.18007,1.44,41.70,-999.00,-999.00,-999.00,0,1.44,41.70,0.10271,90.00,60.9
2:00:58,2,0.98,115.0,7.90,8.91,0.18132,1.36,42.56,-999.00,-999.00,-999.00,0,1.36,42.56,0.10271,90.00,60.9
2:01:48,2,0.98,115.0,7.90,8.94,0.18256,1.29,42.63,-999.00,-999.00,-999.00,0,1.29,42.63,0.10191,90.00,60.7
2:02:38,2,0.98,115.0,7.90,8.95,0.18389,1.19,42.57,-999.00,-999.00,-999.00,0,1.19,42.57,0.10271,90.00,60.7
2:03:29,2,0.98,114.9,7.90,8.94,0.18512,1.17,42.50,-999.00,-999.00,-999.00,0,1.17,42.50,0.10271,90.00,60.8
2:04:19,2,0.98,114.9,7.90,8.94,0.18636,1.06,42.41,-999.00,-999.00,-999.00,0,1.06,42.41,0.10271,90.00,60.8
2:05:09,2,0.98,114.9,7.90,8.92,0.18760,1.01,42.34,-999.00,-999.00,-999.00,0,1.01,42.34,0.10191,90.00,60.9
2:05:59,2,0.98,114.9,7.90,8.92,0.18883,0.98,42.15,-999.00,-999.00,-999.00,0,0.98,42.15,0.10271,90.00,61.0
2:06:49,2,0.98,114.9,7.90,8.89,0.19006,0.91,41.96,-999.00,-999.00,-999.00,0,0.91,41.96,0.10271,90.00,61.0
2:07:40,2,0.98,115.0,7.90,8.90,0.19129,0.84,41.80,-999.00,-999.00,-999.00,0,0.84,41.80,0.10191,90.00,61.1
2:08:16,2,0.98,115.0,7.90,8.89,0.19217,0.80,41.68,-999.00,-999.00,-999.00,0,0.80,41.68,0.10271,90.00,61.0
2:08:16,2,0.98,115.0,7.90,8.89,0.19217,0.80,41.68,-999.00,-999.00,-999.00,0,0.80,41.68,0.10271,90.00,61.0
2:08:16,2,0.98,115.0,7.90,8.89,0.19217,0.80,41.68,-999.00,-999.00,-999.00,0,0.80,41.68,0.10271,90.00,61.0
2:09:06,2,0.98,114.9,8.30,9.37,0.19356,2.25,42.56,-999.00,-999.00,-999.00,0,2.25,42.56,0.10271,90.00,61.1
2:09:56,2,0.98,114.9,8.20,9.25,0.19484,2.54,42.56,-999.00,-999.00,-999.00,0,2.54,42.56,0.10271,90.00,60.7
2:10:47,2,0.98,114.9,8.20,9.19,0.19612,2.76,42.51,-999.00,-999.00,-999.00,0,2.76,42.51,0.10271,90.00,60.9
2:11:37,2,0.98,114.9,8.10,9.14,0.19739,2.87,42.42,-999.00,-999.00,-999.00,0,2.87,42.42,0.10271,90.00,60.8
